concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Resolve ticket,complete,Value 16,2010-03-30 11:25:57+00:00,Resolve ticket,Value 16,Case2199,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2010-04-30 06:10:24+00:00,Closed,Value 5,Case2199,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-11-24 15:09:11+00:00,Assign seriousness,Value 14,Case3616,Variant 19,19,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-11-29 14:47:11+00:00,Take in charge ticket,Value 2,Case3616,Variant 19,19,Fluxicon Disco
Create SW anomaly,complete,Value 2,2010-11-30 12:17:17+00:00,Create SW anomaly,Value 2,Case3616,Variant 19,19,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-12-01 07:15:09+00:00,Resolve ticket,Value 2,Case3616,Variant 19,19,Fluxicon Disco
Closed,complete,Value 5,2010-12-31 07:15:34+00:00,Closed,Value 5,Case3616,Variant 19,19,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-10-04 09:59:08+00:00,Assign seriousness,Value 1,Case1615,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 3,2012-10-04 10:20:33+00:00,Take in charge ticket,Value 3,Case1615,Variant 2,2,Fluxicon Disco
Wait,complete,Value 2,2012-10-18 06:42:52+00:00,Wait,Value 2,Case1615,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-11-02 15:02:33+00:00,Resolve ticket,Value 1,Case1615,Variant 2,2,Fluxicon Disco
Closed,complete,Value 3,2012-11-17 15:02:45+00:00,Closed,Value 3,Case1615,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-09-29 06:51:55+00:00,Assign seriousness,Value 1,Case181,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 12,2011-09-30 10:14:19+00:00,Resolve ticket,Value 12,Case181,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-11-01 09:00:50+00:00,Closed,Value 5,Case181,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-02-21 13:27:10+00:00,Assign seriousness,Value 1,Case3127,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-02-21 13:27:19+00:00,Take in charge ticket,Value 1,Case3127,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-03-09 06:33:25+00:00,Resolve ticket,Value 1,Case3127,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-03-24 06:33:32+00:00,Closed,Value 5,Case3127,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-06-13 09:17:48+00:00,Assign seriousness,Value 4,Case3406,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 9,2012-06-14 06:58:14+00:00,Take in charge ticket,Value 9,Case3406,Variant 2,2,Fluxicon Disco
Wait,complete,Value 9,2012-06-14 07:04:02+00:00,Wait,Value 9,Case3406,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-06-15 06:38:06+00:00,Resolve ticket,Value 9,Case3406,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2012-07-17 07:50:46+00:00,Closed,Value 5,Case3406,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-12 06:39:32+00:00,Assign seriousness,Value 2,Case327,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-29 11:33:17+00:00,Take in charge ticket,Value 2,Case327,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-29 11:33:23+00:00,Resolve ticket,Value 2,Case327,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-05-14 11:33:43+00:00,Closed,Value 5,Case327,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-04-23 07:46:27+00:00,Assign seriousness,Value 1,Case1610,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2013-05-08 04:56:51+00:00,Take in charge ticket,Value 1,Case1610,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-06-03 11:42:39+00:00,Resolve ticket,Value 1,Case1610,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-06-18 11:42:59+00:00,Closed,Value 3,Case1610,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-07-16 07:05:21+00:00,Assign seriousness,Value 1,Case3620,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-07-16 11:28:09+00:00,Resolve ticket,Value 6,Case3620,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-09-02 07:11:28+00:00,Closed,Value 5,Case3620,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-09-03 12:38:46+00:00,Assign seriousness,Value 14,Case3080,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-09-03 12:39:47+00:00,Take in charge ticket,Value 14,Case3080,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 14,2010-09-03 12:40:01+00:00,Resolve ticket,Value 14,Case3080,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-11-01 14:40:54+00:00,Closed,Value 5,Case3080,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 4,2012-07-23 08:04:02+00:00,Assign seriousness,Value 4,Case4090,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-07-23 09:09:09+00:00,Take in charge ticket,Value 4,Case4090,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-07-31 05:58:40+00:00,Resolve ticket,Value 4,Case4090,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-09-05 08:00:42+00:00,Closed,Value 5,Case4090,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-11 07:28:46+00:00,Assign seriousness,Value 1,Case726,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2011-10-12 12:08:05+00:00,Take in charge ticket,Value 4,Case726,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2011-10-12 12:22:23+00:00,Resolve ticket,Value 4,Case726,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-24 09:30:24+00:00,Closed,Value 5,Case726,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-21 12:53:03+00:00,Assign seriousness,Value 2,Case2959,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 21,2010-05-24 06:17:47+00:00,Take in charge ticket,Value 21,Case2959,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 21,2010-05-24 06:17:57+00:00,Resolve ticket,Value 21,Case2959,Variant 1,1,Fluxicon Disco
Closed,complete,Value 21,2010-05-24 06:18:07+00:00,Closed,Value 21,Case2959,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-09-29 06:43:28+00:00,Assign seriousness,Value 1,Case4476,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-09-29 07:00:34+00:00,Take in charge ticket,Value 1,Case4476,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-09-29 10:05:04+00:00,Resolve ticket,Value 1,Case4476,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-16 08:51:25+00:00,Closed,Value 5,Case4476,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 13,2013-01-11 13:07:28+00:00,Insert ticket,Value 13,Case1359,Variant 65,65,Fluxicon Disco
Wait,complete,Value 2,2013-02-05 14:24:57+00:00,Wait,Value 2,Case1359,Variant 65,65,Fluxicon Disco
Wait,complete,Value 2,2013-02-14 15:08:51+00:00,Wait,Value 2,Case1359,Variant 65,65,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-01-19 11:34:53+00:00,Assign seriousness,Value 1,Case3255,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-02-03 09:50:17+00:00,Take in charge ticket,Value 2,Case3255,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2012-02-09 14:07:29+00:00,Resolve ticket,Value 9,Case3255,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-03-10 14:08:05+00:00,Closed,Value 5,Case3255,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-03-09 08:01:13+00:00,Assign seriousness,Value 2,Case3004,Variant 30,30,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-16 12:56:14+00:00,Assign seriousness,Value 2,Case3004,Variant 30,30,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-16 12:56:18+00:00,Take in charge ticket,Value 2,Case3004,Variant 30,30,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-16 12:56:30+00:00,Resolve ticket,Value 2,Case3004,Variant 30,30,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-04-16 12:56:30+00:00,Resolve ticket,Value 2,Case3004,Variant 30,30,Fluxicon Disco
Closed,complete,Value 5,2010-05-01 12:56:46+00:00,Closed,Value 5,Case3004,Variant 30,30,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-04-11 04:31:35+00:00,Assign seriousness,Value 1,Case4041,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-04-11 05:06:45+00:00,Take in charge ticket,Value 2,Case4041,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-04-11 10:06:45+00:00,Resolve ticket,Value 2,Case4041,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-05-12 04:40:13+00:00,Closed,Value 5,Case4041,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-06-08 05:08:18+00:00,Assign seriousness,Value 1,Case3060,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-06-08 09:43:04+00:00,Take in charge ticket,Value 2,Case3060,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-06-12 04:31:42+00:00,Resolve ticket,Value 2,Case3060,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-07-26 05:10:33+00:00,Closed,Value 5,Case3060,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-17 06:03:32+00:00,Assign seriousness,Value 1,Case1453,Variant 6,6,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-10-17 11:17:21+00:00,Take in charge ticket,Value 13,Case1453,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-10-17 12:16:10+00:00,Resolve ticket,Value 13,Case1453,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-10-17 12:16:10+00:00,Resolve ticket,Value 13,Case1453,Variant 6,6,Fluxicon Disco
Closed,complete,Value 5,2011-11-17 08:10:24+00:00,Closed,Value 5,Case1453,Variant 6,6,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-11 09:07:38+00:00,Assign seriousness,Value 1,Case4560,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-05-11 09:08:40+00:00,Take in charge ticket,Value 1,Case4560,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-05-31 05:15:29+00:00,Resolve ticket,Value 13,Case4560,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-06-30 05:16:01+00:00,Closed,Value 5,Case4560,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-27 09:51:00+00:00,Assign seriousness,Value 1,Case3241,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-12-27 09:51:10+00:00,Take in charge ticket,Value 1,Case3241,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-12-29 14:13:51+00:00,Resolve ticket,Value 1,Case3241,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-01-27 10:00:24+00:00,Closed,Value 5,Case3241,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-08-02 12:27:02+00:00,Assign seriousness,Value 1,Case2390,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 3,2012-08-22 12:30:53+00:00,Take in charge ticket,Value 3,Case2390,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-08-27 09:20:21+00:00,Resolve ticket,Value 2,Case2390,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2012-09-11 09:20:33+00:00,Closed,Value 3,Case2390,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-03-31 11:36:11+00:00,Assign seriousness,Value 8,Case848,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-03-31 11:46:00+00:00,Take in charge ticket,Value 8,Case848,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-04-13 10:51:51+00:00,Resolve ticket,Value 9,Case848,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-05-03 11:40:21+00:00,Closed,Value 5,Case848,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-05-17 12:55:39+00:00,Assign seriousness,Value 13,Case1550,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 13,2012-05-17 12:55:56+00:00,Resolve ticket,Value 13,Case1550,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-07-04 13:00:24+00:00,Closed,Value 5,Case1550,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-14 11:27:08+00:00,Assign seriousness,Value 13,Case1775,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-15 04:35:24+00:00,Assign seriousness,Value 13,Case1775,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 7,2011-07-15 06:09:20+00:00,Take in charge ticket,Value 7,Case1775,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-07-15 06:10:15+00:00,Resolve ticket,Value 7,Case1775,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-16 11:30:19+00:00,Closed,Value 5,Case1775,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-12 06:02:12+00:00,Assign seriousness,Value 1,Case4518,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-10-14 09:44:09+00:00,Take in charge ticket,Value 9,Case4518,Variant 2,2,Fluxicon Disco
Wait,complete,Value 9,2011-10-18 06:06:10+00:00,Wait,Value 9,Case4518,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-10-27 05:41:26+00:00,Resolve ticket,Value 9,Case4518,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-12-08 07:50:37+00:00,Closed,Value 5,Case4518,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-10-06 07:23:22+00:00,Assign seriousness,Value 1,Case180,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2011-10-06 11:07:44+00:00,Take in charge ticket,Value 1,Case180,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2011-10-06 11:31:30+00:00,Resolve ticket,Value 1,Case180,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-11-19 09:30:36+00:00,Closed,Value 5,Case180,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-11-06 08:47:35+00:00,Assign seriousness,Value 1,Case7,Variant 23,23,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-11-06 08:48:53+00:00,Assign seriousness,Value 1,Case7,Variant 23,23,Fluxicon Disco
Assign seriousness,complete,Value 2,2013-11-22 06:00:08+00:00,Assign seriousness,Value 2,Case7,Variant 23,23,Fluxicon Disco
Take in charge ticket,complete,Value 11,2013-11-25 06:18:07+00:00,Take in charge ticket,Value 11,Case7,Variant 23,23,Fluxicon Disco
Resolve ticket,complete,Value 11,2013-11-25 06:57:19+00:00,Resolve ticket,Value 11,Case7,Variant 23,23,Fluxicon Disco
Closed,complete,Value 3,2013-12-10 06:57:37+00:00,Closed,Value 3,Case7,Variant 23,23,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-04-08 10:03:59+00:00,Assign seriousness,Value 2,Case2976,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2010-04-08 10:04:15+00:00,Take in charge ticket,Value 2,Case2976,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2010-05-10 13:51:38+00:00,Resolve ticket,Value 2,Case2976,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-05-25 13:51:55+00:00,Closed,Value 5,Case2976,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2011-12-13 06:10:55+00:00,Assign seriousness,Value 1,Case3732,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-12-13 14:10:33+00:00,Take in charge ticket,Value 9,Case3732,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-12-22 06:34:17+00:00,Resolve ticket,Value 9,Case3732,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-01-28 06:21:03+00:00,Closed,Value 5,Case3732,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2012-02-15 07:20:54+00:00,Assign seriousness,Value 9,Case295,Variant 6,6,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-02-15 07:30:22+00:00,Take in charge ticket,Value 6,Case295,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 17,2012-02-15 11:06:58+00:00,Resolve ticket,Value 17,Case295,Variant 6,6,Fluxicon Disco
Resolve ticket,complete,Value 17,2012-02-15 11:06:59+00:00,Resolve ticket,Value 17,Case295,Variant 6,6,Fluxicon Disco
Closed,complete,Value 5,2012-03-30 05:31:03+00:00,Closed,Value 5,Case295,Variant 6,6,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-02-03 10:00:23+00:00,Assign seriousness,Value 8,Case2589,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-02-15 11:16:00+00:00,Take in charge ticket,Value 8,Case2589,Variant 3,3,Fluxicon Disco
Wait,complete,Value 9,2011-02-21 06:35:05+00:00,Wait,Value 9,Case2589,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-02-21 08:35:14+00:00,Take in charge ticket,Value 9,Case2589,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-02-21 08:35:27+00:00,Resolve ticket,Value 9,Case2589,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-03-08 08:35:40+00:00,Closed,Value 5,Case2589,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-04-06 12:00:32+00:00,Assign seriousness,Value 1,Case705,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-04-06 12:16:02+00:00,Resolve ticket,Value 1,Case705,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2012-05-11 12:11:57+00:00,Closed,Value 5,Case705,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-09-01 11:54:35+00:00,Assign seriousness,Value 14,Case1494,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-09-01 12:01:57+00:00,Assign seriousness,Value 2,Case1494,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 11,2010-09-01 13:05:15+00:00,Take in charge ticket,Value 11,Case1494,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 11,2010-09-01 13:05:28+00:00,Resolve ticket,Value 11,Case1494,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2010-10-02 12:00:28+00:00,Closed,Value 5,Case1494,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-04-17 11:01:25+00:00,Assign seriousness,Value 14,Case1254,Variant 127,127,Fluxicon Disco
Assign seriousness,complete,Value 2,2013-04-17 11:14:55+00:00,Assign seriousness,Value 2,Case1254,Variant 127,127,Fluxicon Disco
Wait,complete,Value 1,2013-04-26 07:59:44+00:00,Wait,Value 1,Case1254,Variant 127,127,Fluxicon Disco
Wait,complete,Value 1,2013-05-03 04:26:24+00:00,Wait,Value 1,Case1254,Variant 127,127,Fluxicon Disco
Resolve ticket,complete,Value 1,2013-05-07 12:35:43+00:00,Resolve ticket,Value 1,Case1254,Variant 127,127,Fluxicon Disco
Closed,complete,Value 3,2013-05-22 12:35:58+00:00,Closed,Value 3,Case1254,Variant 127,127,Fluxicon Disco
Insert ticket,complete,Value 8,2011-01-25 11:33:04+00:00,Insert ticket,Value 8,Case3481,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 8,2011-01-25 11:33:18+00:00,Assign seriousness,Value 8,Case3481,Variant 7,7,Fluxicon Disco
Take in charge ticket,complete,Value 8,2011-01-25 11:33:28+00:00,Take in charge ticket,Value 8,Case3481,Variant 7,7,Fluxicon Disco
Resolve ticket,complete,Value 8,2011-01-25 11:35:22+00:00,Resolve ticket,Value 8,Case3481,Variant 7,7,Fluxicon Disco
Closed,complete,Value 5,2011-03-10 11:40:34+00:00,Closed,Value 5,Case3481,Variant 7,7,Fluxicon Disco
Assign seriousness,complete,Value 14,2010-09-16 13:32:39+00:00,Assign seriousness,Value 14,Case925,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 14,2010-09-16 13:32:56+00:00,Take in charge ticket,Value 14,Case925,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 14,2010-09-21 05:37:41+00:00,Resolve ticket,Value 14,Case925,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2010-10-30 13:00:37+00:00,Closed,Value 5,Case925,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-01-27 13:25:30+00:00,Assign seriousness,Value 1,Case2261,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-01-27 13:25:46+00:00,Take in charge ticket,Value 1,Case2261,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-01-27 13:35:33+00:00,Resolve ticket,Value 1,Case2261,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-03-15 13:30:32+00:00,Closed,Value 5,Case2261,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-01-30 14:21:12+00:00,Assign seriousness,Value 1,Case618,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-01-30 14:21:21+00:00,Take in charge ticket,Value 1,Case618,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-01-30 14:26:10+00:00,Resolve ticket,Value 1,Case618,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-03-14 14:30:35+00:00,Closed,Value 5,Case618,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2012-04-16 04:12:34+00:00,Assign seriousness,Value 13,Case2648,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2012-04-16 05:47:28+00:00,Take in charge ticket,Value 2,Case2648,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2012-04-17 11:01:59+00:00,Resolve ticket,Value 2,Case2648,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-05-24 04:20:52+00:00,Closed,Value 5,Case2648,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2013-02-19 07:50:36+00:00,Assign seriousness,Value 1,Case3262,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2013-02-20 14:54:49+00:00,Take in charge ticket,Value 12,Case3262,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2013-03-11 08:56:47+00:00,Resolve ticket,Value 6,Case3262,Variant 1,1,Fluxicon Disco
Closed,complete,Value 3,2013-03-26 08:57:00+00:00,Closed,Value 3,Case3262,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-02-09 14:30:42+00:00,Assign seriousness,Value 1,Case3225,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 1,2012-02-09 14:30:50+00:00,Take in charge ticket,Value 1,Case3225,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 1,2012-02-27 11:20:58+00:00,Resolve ticket,Value 1,Case3225,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-03-13 14:40:23+00:00,Closed,Value 5,Case3225,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-04 12:26:19+00:00,Assign seriousness,Value 1,Case418,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-05-07 03:59:13+00:00,Take in charge ticket,Value 6,Case418,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 16,2012-05-07 07:24:38+00:00,Resolve ticket,Value 16,Case418,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-06-17 12:30:40+00:00,Closed,Value 5,Case418,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 14,2013-06-18 04:29:01+00:00,Assign seriousness,Value 14,Case3888,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 16,2013-07-29 04:53:18+00:00,Resolve ticket,Value 16,Case3888,Variant 5,5,Fluxicon Disco
Closed,complete,Value 3,2013-08-13 04:53:30+00:00,Closed,Value 3,Case3888,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-07 04:28:31+00:00,Assign seriousness,Value 13,Case4495,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-07 06:10:50+00:00,Resolve ticket,Value 13,Case4495,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-08-09 04:30:23+00:00,Closed,Value 5,Case4495,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-16 04:38:34+00:00,Assign seriousness,Value 1,Case2536,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2012-05-18 04:53:32+00:00,Take in charge ticket,Value 10,Case2536,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2012-05-23 14:04:10+00:00,Resolve ticket,Value 10,Case2536,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-07-08 04:41:03+00:00,Closed,Value 5,Case2536,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-05-18 06:48:47+00:00,Assign seriousness,Value 1,Case1536,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 4,2012-05-23 04:18:17+00:00,Take in charge ticket,Value 4,Case1536,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 4,2012-05-30 07:44:50+00:00,Resolve ticket,Value 4,Case1536,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-07-05 06:51:07+00:00,Closed,Value 5,Case1536,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 1,2012-04-12 07:31:24+00:00,Assign seriousness,Value 1,Case3667,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2012-04-12 09:09:34+00:00,Take in charge ticket,Value 6,Case3667,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2012-04-20 07:57:00+00:00,Resolve ticket,Value 6,Case3667,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2012-05-26 07:40:22+00:00,Closed,Value 5,Case3667,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-03-29 10:52:58+00:00,Assign seriousness,Value 2,Case804,Variant 108,108,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-03-29 10:54:54+00:00,Assign seriousness,Value 2,Case804,Variant 108,108,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-12 13:10:13+00:00,Assign seriousness,Value 2,Case804,Variant 108,108,Fluxicon Disco
Assign seriousness,complete,Value 2,2010-05-12 13:10:17+00:00,Assign seriousness,Value 2,Case804,Variant 108,108,Fluxicon Disco
