concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Closed,complete,Value 5,2011-08-02 15:10:24+03:00,Closed,Value 5,Case465,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-01 10:01:39+03:00,Assign seriousness,Value 9,Case2882,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-04 11:06:39+03:00,Take in charge ticket,Value 9,Case2882,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-05 12:33:04+03:00,Resolve ticket,Value 9,Case2882,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-25 10:10:40+03:00,Closed,Value 5,Case2882,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-01 10:24:56+03:00,Assign seriousness,Value 2,Case485,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-01 10:38:06+03:00,Assign seriousness,Value 13,Case485,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-04 09:02:11+03:00,Take in charge ticket,Value 13,Case485,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-04 10:43:18+03:00,Resolve ticket,Value 13,Case485,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-03 10:30:46+03:00,Closed,Value 5,Case485,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-01 14:03:56+03:00,Assign seriousness,Value 9,Case3650,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-06 13:35:44+03:00,Take in charge ticket,Value 13,Case3650,Variant 2,2,Fluxicon Disco
Wait,complete,Value 13,2011-07-06 14:13:26+03:00,Wait,Value 13,Case3650,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-11 13:05:39+03:00,Resolve ticket,Value 13,Case3650,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-08-06 13:00:34+03:00,Closed,Value 5,Case3650,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 6,2011-07-04 09:41:47+03:00,Assign seriousness,Value 6,Case2204,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2011-07-04 09:45:16+03:00,Take in charge ticket,Value 6,Case2204,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2011-07-04 10:13:11+03:00,Resolve ticket,Value 6,Case2204,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-17 09:50:53+03:00,Closed,Value 5,Case2204,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-04 13:05:45+03:00,Assign seriousness,Value 2,Case1659,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-07 07:59:05+03:00,Assign seriousness,Value 2,Case1659,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 7,2011-07-07 14:51:49+03:00,Take in charge ticket,Value 7,Case1659,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-07-07 14:51:57+03:00,Resolve ticket,Value 7,Case1659,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-04 13:10:38+03:00,Closed,Value 5,Case1659,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-04 13:07:32+03:00,Assign seriousness,Value 2,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-05 08:00:55+03:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-05 08:04:29+03:00,Resolve ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-06 07:54:00+03:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Wait,complete,Value 9,2011-07-06 08:04:08+03:00,Wait,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-07 14:56:55+03:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Wait,complete,Value 9,2011-07-07 14:57:05+03:00,Wait,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-07 14:57:30+03:00,Take in charge ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Wait,complete,Value 9,2011-07-07 15:14:53+03:00,Wait,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-22 14:09:54+03:00,Resolve ticket,Value 9,Case2010,Variant 153,153,Fluxicon Disco
Closed,complete,Value 5,2011-08-06 14:10:08+03:00,Closed,Value 5,Case2010,Variant 153,153,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-04 13:58:03+03:00,Assign seriousness,Value 2,Case4218,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-04 13:58:26+03:00,Take in charge ticket,Value 2,Case4218,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-04 14:58:53+03:00,Resolve ticket,Value 2,Case4218,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-04 14:00:28+03:00,Closed,Value 5,Case4218,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-04 14:08:11+03:00,Assign seriousness,Value 9,Case4049,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 12,2011-07-08 07:28:19+03:00,Take in charge ticket,Value 12,Case4049,Variant 3,3,Fluxicon Disco
Wait,complete,Value 12,2011-07-08 07:36:02+03:00,Wait,Value 12,Case4049,Variant 3,3,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-08 14:48:50+03:00,Take in charge ticket,Value 9,Case4049,Variant 3,3,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-08 14:49:29+03:00,Resolve ticket,Value 9,Case4049,Variant 3,3,Fluxicon Disco
Closed,complete,Value 5,2011-08-20 12:20:32+03:00,Closed,Value 5,Case4049,Variant 3,3,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-04 14:17:49+03:00,Assign seriousness,Value 9,Case4091,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-05 07:25:50+03:00,Take in charge ticket,Value 9,Case4091,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-05 07:32:20+03:00,Resolve ticket,Value 9,Case4091,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-04 14:20:32+03:00,Closed,Value 5,Case4091,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 7,2011-07-05 07:38:13+03:00,Assign seriousness,Value 7,Case3210,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 7,2011-07-05 07:39:27+03:00,Take in charge ticket,Value 7,Case3210,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-07-05 07:41:14+03:00,Resolve ticket,Value 7,Case3210,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-12 07:40:34+03:00,Closed,Value 5,Case3210,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 7,2011-07-05 09:07:25+03:00,Assign seriousness,Value 7,Case916,Variant 33,33,Fluxicon Disco
Take in charge ticket,complete,Value 7,2011-07-05 09:07:41+03:00,Take in charge ticket,Value 7,Case916,Variant 33,33,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-07-05 09:07:49+03:00,Resolve ticket,Value 7,Case916,Variant 33,33,Fluxicon Disco
Closed,complete,Value 5,2011-08-07 09:10:45+03:00,Closed,Value 5,Case916,Variant 33,33,Fluxicon Disco
Closed,complete,Value 5,2011-08-07 09:10:45+03:00,Closed,Value 5,Case916,Variant 33,33,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-05 09:10:36+03:00,Assign seriousness,Value 13,Case2316,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-05 10:03:00+03:00,Assign seriousness,Value 13,Case2316,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 7,2011-07-06 10:55:31+03:00,Take in charge ticket,Value 7,Case2316,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-07-06 10:55:57+03:00,Resolve ticket,Value 7,Case2316,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-05 09:20:37+03:00,Closed,Value 5,Case2316,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-05 10:25:29+03:00,Assign seriousness,Value 13,Case3423,Variant 16,16,Fluxicon Disco
Take in charge ticket,complete,Value 11,2011-07-05 14:52:10+03:00,Take in charge ticket,Value 11,Case3423,Variant 16,16,Fluxicon Disco
Wait,complete,Value 11,2011-07-05 14:59:33+03:00,Wait,Value 11,Case3423,Variant 16,16,Fluxicon Disco
Wait,complete,Value 2,2011-07-20 08:39:27+03:00,Wait,Value 2,Case3423,Variant 16,16,Fluxicon Disco
Take in charge ticket,complete,Value 11,2011-07-21 13:26:15+03:00,Take in charge ticket,Value 11,Case3423,Variant 16,16,Fluxicon Disco
Resolve ticket,complete,Value 11,2011-07-21 13:28:48+03:00,Resolve ticket,Value 11,Case3423,Variant 16,16,Fluxicon Disco
Closed,complete,Value 5,2011-08-05 13:29:13+03:00,Closed,Value 5,Case3423,Variant 16,16,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-05 13:47:08+03:00,Assign seriousness,Value 13,Case14,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-05 13:47:22+03:00,Take in charge ticket,Value 13,Case14,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-05 13:52:37+03:00,Resolve ticket,Value 13,Case14,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-05 13:50:21+03:00,Closed,Value 5,Case14,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-05 14:25:48+03:00,Assign seriousness,Value 13,Case1837,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2011-07-06 08:06:03+03:00,Take in charge ticket,Value 12,Case1837,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 12,2011-07-06 08:14:20+03:00,Resolve ticket,Value 12,Case1837,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-18 14:30:26+03:00,Closed,Value 5,Case1837,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-05 15:20:57+03:00,Assign seriousness,Value 13,Case1895,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-12 09:36:57+03:00,Take in charge ticket,Value 2,Case1895,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-12 09:37:59+03:00,Resolve ticket,Value 2,Case1895,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-26 15:31:01+03:00,Closed,Value 5,Case1895,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-06 07:52:32+03:00,Assign seriousness,Value 13,Case1578,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-06 09:03:53+03:00,Take in charge ticket,Value 2,Case1578,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-07 15:53:57+03:00,Resolve ticket,Value 2,Case1578,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-06 08:00:48+03:00,Closed,Value 5,Case1578,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-06 10:04:33+03:00,Assign seriousness,Value 13,Case4536,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-07 08:27:35+03:00,Resolve ticket,Value 13,Case4536,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-08-06 10:10:22+03:00,Closed,Value 5,Case4536,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-06 15:06:20+03:00,Assign seriousness,Value 13,Case957,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-06 15:06:38+03:00,Take in charge ticket,Value 13,Case957,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-06 15:06:53+03:00,Resolve ticket,Value 13,Case957,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-06 15:10:23+03:00,Closed,Value 5,Case957,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-06 15:31:20+03:00,Assign seriousness,Value 13,Case960,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2011-07-19 08:01:01+03:00,Take in charge ticket,Value 10,Case960,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-21 10:13:44+03:00,Resolve ticket,Value 13,Case960,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-18 15:40:36+03:00,Closed,Value 5,Case960,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-07 07:28:31+03:00,Assign seriousness,Value 13,Case4495,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-07 09:10:50+03:00,Resolve ticket,Value 13,Case4495,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-08-09 07:30:23+03:00,Closed,Value 5,Case4495,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-07 08:40:38+03:00,Assign seriousness,Value 13,Case1530,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-07 13:06:36+03:00,Assign seriousness,Value 2,Case1530,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 12,2011-07-08 12:25:13+03:00,Take in charge ticket,Value 12,Case1530,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 12,2011-07-08 12:26:33+03:00,Resolve ticket,Value 12,Case1530,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-20 08:50:52+03:00,Closed,Value 5,Case1530,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-07 09:07:06+03:00,Assign seriousness,Value 13,Case3605,Variant 202,202,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-07 13:03:50+03:00,Assign seriousness,Value 2,Case3605,Variant 202,202,Fluxicon Disco
Assign seriousness,complete,Value 12,2011-07-08 12:39:05+03:00,Assign seriousness,Value 12,Case3605,Variant 202,202,Fluxicon Disco
Assign seriousness,complete,Value 12,2011-07-08 12:39:05+03:00,Assign seriousness,Value 12,Case3605,Variant 202,202,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-11 07:13:26+03:00,Resolve ticket,Value 13,Case3605,Variant 202,202,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-18 07:22:16+03:00,Take in charge ticket,Value 2,Case3605,Variant 202,202,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-18 09:22:44+03:00,Resolve ticket,Value 2,Case3605,Variant 202,202,Fluxicon Disco
Closed,complete,Value 5,2011-09-01 09:23:18+03:00,Closed,Value 5,Case3605,Variant 202,202,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-07 12:45:19+03:00,Assign seriousness,Value 9,Case3609,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 12,2011-07-07 12:50:49+03:00,Take in charge ticket,Value 12,Case3609,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 12,2011-07-07 12:53:56+03:00,Resolve ticket,Value 12,Case3609,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-20 12:50:43+03:00,Closed,Value 5,Case3609,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-07 12:58:51+03:00,Assign seriousness,Value 9,Case1372,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-08 08:58:32+03:00,Take in charge ticket,Value 9,Case1372,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 10,2011-07-11 17:01:35+03:00,Resolve ticket,Value 10,Case1372,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-24 13:00:35+03:00,Closed,Value 5,Case1372,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-07 15:57:27+03:00,Assign seriousness,Value 9,Case2056,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-20 09:23:23+03:00,Take in charge ticket,Value 2,Case2056,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-20 09:23:43+03:00,Resolve ticket,Value 2,Case2056,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-24 16:01:17+03:00,Closed,Value 5,Case2056,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-08 08:07:31+03:00,Assign seriousness,Value 2,Case1556,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-08 08:08:33+03:00,Take in charge ticket,Value 2,Case1556,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-08 08:22:29+03:00,Resolve ticket,Value 2,Case1556,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-10 08:11:01+03:00,Closed,Value 5,Case1556,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-08 10:52:52+03:00,Assign seriousness,Value 2,Case3494,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 10,2011-07-11 07:13:05+03:00,Take in charge ticket,Value 10,Case3494,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-07-11 10:09:54+03:00,Resolve ticket,Value 7,Case3494,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-17 11:01:00+03:00,Closed,Value 5,Case3494,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 6,2011-07-08 13:48:51+03:00,Assign seriousness,Value 6,Case1098,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-13 16:01:04+03:00,Assign seriousness,Value 2,Case1098,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-13 16:01:28+03:00,Take in charge ticket,Value 13,Case1098,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-21 15:51:24+03:00,Resolve ticket,Value 13,Case1098,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-10 13:50:19+03:00,Closed,Value 5,Case1098,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-08 14:11:18+03:00,Assign seriousness,Value 9,Case4213,Variant 30,30,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-13 09:14:47+03:00,Assign seriousness,Value 2,Case4213,Variant 30,30,Fluxicon Disco
Take in charge ticket,complete,Value 7,2011-07-13 16:20:23+03:00,Take in charge ticket,Value 7,Case4213,Variant 30,30,Fluxicon Disco
Resolve ticket,complete,Value 10,2011-07-19 07:36:21+03:00,Resolve ticket,Value 10,Case4213,Variant 30,30,Fluxicon Disco
Resolve ticket,complete,Value 10,2011-07-19 07:36:23+03:00,Resolve ticket,Value 10,Case4213,Variant 30,30,Fluxicon Disco
Closed,complete,Value 5,2011-08-10 14:20:31+03:00,Closed,Value 5,Case4213,Variant 30,30,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-08 14:17:10+03:00,Assign seriousness,Value 9,Case451,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-13 09:15:33+03:00,Assign seriousness,Value 2,Case451,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 7,2011-07-13 12:27:47+03:00,Take in charge ticket,Value 7,Case451,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 7,2011-07-13 12:29:32+03:00,Resolve ticket,Value 7,Case451,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-21 14:20:33+03:00,Closed,Value 5,Case451,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-11 07:20:27+03:00,Assign seriousness,Value 9,Case1729,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 6,2011-07-15 09:46:32+03:00,Take in charge ticket,Value 6,Case1729,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 6,2011-07-15 10:20:24+03:00,Resolve ticket,Value 6,Case1729,Variant 9,9,Fluxicon Disco
Take in charge ticket,complete,Value 6,2011-08-02 07:34:25+03:00,Take in charge ticket,Value 6,Case1729,Variant 9,9,Fluxicon Disco
Resolve ticket,complete,Value 6,2011-08-05 07:17:52+03:00,Resolve ticket,Value 6,Case1729,Variant 9,9,Fluxicon Disco
Closed,complete,Value 5,2011-08-20 07:18:33+03:00,Closed,Value 5,Case1729,Variant 9,9,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-11 07:22:13+03:00,Assign seriousness,Value 9,Case3711,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 9,2011-07-11 07:22:33+03:00,Take in charge ticket,Value 9,Case3711,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 9,2011-07-11 07:22:46+03:00,Resolve ticket,Value 9,Case3711,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-09-01 07:30:39+03:00,Closed,Value 5,Case3711,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-11 13:49:19+03:00,Assign seriousness,Value 9,Case490,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 11,2011-07-12 07:52:08+03:00,Take in charge ticket,Value 11,Case490,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 11,2011-07-12 08:16:03+03:00,Resolve ticket,Value 11,Case490,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-13 13:50:59+03:00,Closed,Value 5,Case490,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-12 08:20:02+03:00,Assign seriousness,Value 13,Case1862,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-12 08:20:15+03:00,Take in charge ticket,Value 13,Case1862,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-12 08:26:27+03:00,Resolve ticket,Value 13,Case1862,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-25 08:30:48+03:00,Closed,Value 5,Case1862,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-12 16:16:54+03:00,Assign seriousness,Value 9,Case3702,Variant 21,21,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-13 09:15:53+03:00,Assign seriousness,Value 2,Case3702,Variant 21,21,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-14 12:34:52+03:00,Resolve ticket,Value 13,Case3702,Variant 21,21,Fluxicon Disco
Closed,complete,Value 5,2011-08-25 16:00:26+03:00,Closed,Value 5,Case3702,Variant 21,21,Fluxicon Disco
Assign seriousness,complete,Value 9,2011-07-12 16:20:06+03:00,Assign seriousness,Value 9,Case2994,Variant 5,5,Fluxicon Disco
Resolve ticket,complete,Value 10,2011-07-12 21:57:12+03:00,Resolve ticket,Value 10,Case2994,Variant 5,5,Fluxicon Disco
Closed,complete,Value 5,2011-09-02 16:00:44+03:00,Closed,Value 5,Case2994,Variant 5,5,Fluxicon Disco
Assign seriousness,complete,Value 6,2011-07-13 08:16:30+03:00,Assign seriousness,Value 6,Case1341,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-13 14:01:30+03:00,Take in charge ticket,Value 2,Case1341,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-13 14:02:33+03:00,Resolve ticket,Value 2,Case1341,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-26 08:20:27+03:00,Closed,Value 5,Case1341,Variant 1,1,Fluxicon Disco
Insert ticket,complete,Value 15,2011-07-13 09:48:50+03:00,Insert ticket,Value 15,Case4565,Variant 31,31,Fluxicon Disco
Assign seriousness,complete,Value 15,2011-07-13 09:49:35+03:00,Assign seriousness,Value 15,Case4565,Variant 31,31,Fluxicon Disco
Assign seriousness,complete,Value 15,2011-07-13 09:49:39+03:00,Assign seriousness,Value 15,Case4565,Variant 31,31,Fluxicon Disco
Take in charge ticket,complete,Value 16,2011-07-13 09:52:31+03:00,Take in charge ticket,Value 16,Case4565,Variant 31,31,Fluxicon Disco
Resolve ticket,complete,Value 16,2011-07-13 10:55:27+03:00,Resolve ticket,Value 16,Case4565,Variant 31,31,Fluxicon Disco
Closed,complete,Value 5,2011-08-13 09:50:28+03:00,Closed,Value 5,Case4565,Variant 31,31,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-13 09:58:55+03:00,Assign seriousness,Value 13,Case4443,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 16,2011-07-14 09:03:02+03:00,Take in charge ticket,Value 16,Case4443,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 16,2011-07-14 09:03:17+03:00,Resolve ticket,Value 16,Case4443,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-26 10:00:37+03:00,Closed,Value 5,Case4443,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-13 10:23:04+03:00,Assign seriousness,Value 13,Case3816,Variant 2,2,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-13 10:23:18+03:00,Take in charge ticket,Value 13,Case3816,Variant 2,2,Fluxicon Disco
Wait,complete,Value 13,2011-07-21 09:51:17+03:00,Wait,Value 13,Case3816,Variant 2,2,Fluxicon Disco
Resolve ticket,complete,Value 13,2011-07-22 09:26:30+03:00,Resolve ticket,Value 13,Case3816,Variant 2,2,Fluxicon Disco
Closed,complete,Value 5,2011-08-16 10:00:29+03:00,Closed,Value 5,Case3816,Variant 2,2,Fluxicon Disco
Assign seriousness,complete,Value 2,2011-07-13 14:03:38+03:00,Assign seriousness,Value 2,Case369,Variant 12,12,Fluxicon Disco
Take in charge ticket,complete,Value 13,2011-07-14 08:37:19+03:00,Take in charge ticket,Value 13,Case369,Variant 12,12,Fluxicon Disco
Take in charge ticket,complete,Value 2,2011-07-14 08:51:59+03:00,Take in charge ticket,Value 2,Case369,Variant 12,12,Fluxicon Disco
Resolve ticket,complete,Value 2,2011-07-14 09:23:03+03:00,Resolve ticket,Value 2,Case369,Variant 12,12,Fluxicon Disco
Closed,complete,Value 5,2011-09-04 14:10:53+03:00,Closed,Value 5,Case369,Variant 12,12,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-13 15:54:00+03:00,Assign seriousness,Value 13,Case3602,Variant 1,1,Fluxicon Disco
Take in charge ticket,complete,Value 6,2011-07-19 09:13:58+03:00,Take in charge ticket,Value 6,Case3602,Variant 1,1,Fluxicon Disco
Resolve ticket,complete,Value 6,2011-07-19 09:17:21+03:00,Resolve ticket,Value 6,Case3602,Variant 1,1,Fluxicon Disco
Closed,complete,Value 5,2011-08-26 16:00:31+03:00,Closed,Value 5,Case3602,Variant 1,1,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-14 07:13:57+03:00,Assign seriousness,Value 13,Case3710,Variant 4,4,Fluxicon Disco
Assign seriousness,complete,Value 13,2011-07-15 13:42:37+03:00,Assign seriousness,Value 13,Case3710,Variant 4,4,Fluxicon Disco
Take in charge ticket,complete,Value 6,2011-07-27 08:23:52+03:00,Take in charge ticket,Value 6,Case3710,Variant 4,4,Fluxicon Disco
Resolve ticket,complete,Value 6,2011-08-03 12:57:22+03:00,Resolve ticket,Value 6,Case3710,Variant 4,4,Fluxicon Disco
Closed,complete,Value 5,2011-08-18 12:57:37+03:00,Closed,Value 5,Case3710,Variant 4,4,Fluxicon Disco
