"case","event","startTime","completeTime","creator","variant","variant-index","org:resource","org:group","Resource","Activity"
"1-611582394","Completed-Closed","2012/02/01 12:32:12.000","2012/02/01 12:32:12.000","Fluxicon Disco","Variant 1","1","Maryse-Org line A2","Org line A2","Maryse","Completed-Closed"
"1-611605221","Accepted-In Progress","2011/11/18 11:16:41.000","2011/11/18 11:16:41.000","Fluxicon Disco","Variant 3","3","Mikael-Org line G4","Org line G4","Mikael","Accepted-In Progress"
"1-611605221","Accepted-Wait","2012/01/19 17:12:53.000","2012/01/19 17:12:53.000","Fluxicon Disco","Variant 3","3","Mikael-Org line G4","Org line G4","Mikael","Accepted-Wait"
"1-611605221","Completed-Closed","2012/01/25 18:27:07.000","2012/01/25 18:27:07.000","Fluxicon Disco","Variant 3","3","Mikael-Org line G4","Org line G4","Mikael","Completed-Closed"
"1-611632212","Accepted-In Progress","2011/11/18 12:20:03.000","2011/11/18 12:20:03.000","Fluxicon Disco","Variant 16","16","Anders-Org line G1","Org line G1","Anders","Accepted-In Progress"
"1-611632212","Accepted-In Progress","2011/12/21 14:26:03.000","2011/12/21 14:26:03.000","Fluxicon Disco","Variant 16","16","Anders-Org line G1","Org line G1","Anders","Accepted-In Progress"
"1-611632212","Accepted-Wait","2011/12/21 14:26:22.000","2011/12/21 14:26:22.000","Fluxicon Disco","Variant 16","16","Anders-Org line G1","Org line G1","Anders","Accepted-Wait"
"1-611632212","Completed-Closed","2012/03/14 12:04:02.000","2012/03/14 12:04:02.000","Fluxicon Disco","Variant 16","16","Anders-Org line G1","Org line G1","Anders","Completed-Closed"
"1-611637278","Accepted-In Progress","2011/11/18 14:14:42.000","2011/11/18 14:14:42.000","Fluxicon Disco","Variant 1","1","John-Org line A2","Org line A2","John","Accepted-In Progress"
"1-611637278","Completed-Closed","2012/01/17 15:32:16.000","2012/01/17 15:32:16.000","Fluxicon Disco","Variant 1","1","John-Org line A2","Org line A2","John","Completed-Closed"
"1-611651603","Accepted-In Progress","2011/11/18 11:35:36.000","2011/11/18 11:35:36.000","Fluxicon Disco","Variant 7","7","Yann-Org line C","Org line C","Yann","Accepted-In Progress"
"1-611651603","Accepted-Wait","2011/11/18 11:38:20.000","2011/11/18 11:38:20.000","Fluxicon Disco","Variant 7","7","Yann-Org line C","Org line C","Yann","Accepted-Wait"
"1-611651603","Accepted-In Progress","2011/11/18 12:32:43.000","2011/11/18 12:32:43.000","Fluxicon Disco","Variant 7","7","Yann-Org line C","Org line C","Yann","Accepted-In Progress"
"1-611651603","Completed-Closed","2012/02/15 14:07:13.000","2012/02/15 14:07:13.000","Fluxicon Disco","Variant 7","7","Yann-Org line C","Org line C","Yann","Completed-Closed"
"1-612515539","Accepted-In Progress","2011/11/19 20:35:42.000","2011/11/19 20:35:42.000","Fluxicon Disco","Variant 63","63","Praveen-Org line C","Org line C","Praveen","Accepted-In Progress"
"1-612515539","Queued-Awaiting Assignment","2011/11/19 20:37:42.000","2011/11/19 20:37:42.000","Fluxicon Disco","Variant 63","63","Praveen-Org line C","Org line C","Praveen","Queued-Awaiting Assignment"
"1-612515539","Accepted-In Progress","2011/11/21 08:04:32.000","2011/11/21 08:04:32.000","Fluxicon Disco","Variant 63","63","Kamal-Org line C","Org line C","Kamal","Accepted-In Progress"
"1-612515539","Queued-Awaiting Assignment","2011/11/21 08:07:43.000","2011/11/21 08:07:43.000","Fluxicon Disco","Variant 63","63","Martin-Org line C","Org line C","Martin","Queued-Awaiting Assignment"
"1-612515539","Accepted-In Progress","2012/01/24 10:18:31.000","2012/01/24 10:18:31.000","Fluxicon Disco","Variant 63","63","Vikash-Org line C","Org line C","Vikash","Accepted-In Progress"
"1-612515539","Accepted-Wait","2012/01/24 10:19:23.000","2012/01/24 10:19:23.000","Fluxicon Disco","Variant 63","63","Vikash-Org line C","Org line C","Vikash","Accepted-Wait"
"1-612515539","Completed-Closed","2012/01/31 13:50:15.000","2012/01/31 13:50:15.000","Fluxicon Disco","Variant 63","63","Vikash-Org line C","Org line C","Vikash","Completed-Closed"
"1-613033122","Accepted-In Progress","2011/11/21 09:34:45.000","2011/11/21 09:34:45.000","Fluxicon Disco","Variant 7","7","Roland-Org line G4","Org line G4","Roland","Accepted-In Progress"
"1-613033122","Accepted-Wait","2011/11/28 16:12:09.000","2011/11/28 16:12:09.000","Fluxicon Disco","Variant 7","7","Roland-Org line G4","Org line G4","Roland","Accepted-Wait"
"1-613033122","Accepted-In Progress","2011/12/05 20:38:55.000","2011/12/05 20:38:55.000","Fluxicon Disco","Variant 7","7","Roland-Org line G4","Org line G4","Roland","Accepted-In Progress"
"1-613033122","Completed-Closed","2012/02/08 21:42:42.000","2012/02/08 21:42:42.000","Fluxicon Disco","Variant 7","7","Roland-Org line G4","Org line G4","Roland","Completed-Closed"
"1-613364032","Accepted-In Progress","2011/11/21 16:02:34.000","2011/11/21 16:02:34.000","Fluxicon Disco","Variant 223","223","Asmita-Org line C","Org line C","Asmita","Accepted-In Progress"
"1-613364032","Accepted-In Progress","2011/11/21 16:04:07.000","2011/11/21 16:04:07.000","Fluxicon Disco","Variant 223","223","Asmita-Org line C","Org line C","Asmita","Accepted-In Progress"
"1-613364032","Accepted-Wait","2012/01/16 07:53:42.000","2012/01/16 07:53:42.000","Fluxicon Disco","Variant 223","223","Asmita-Org line C","Org line C","Asmita","Accepted-Wait"
"1-613364032","Queued-Awaiting Assignment","2012/02/21 06:53:58.000","2012/02/21 06:53:58.000","Fluxicon Disco","Variant 223","223","Francois-Org line C","Org line C","Francois","Queued-Awaiting Assignment"
"1-613364032","Accepted-In Progress","2012/02/21 07:40:48.000","2012/02/21 07:40:48.000","Fluxicon Disco","Variant 223","223","Vincent-Org line C","Org line C","Vincent","Accepted-In Progress"
"1-613364032","Queued-Awaiting Assignment","2012/02/21 11:11:30.000","2012/02/21 11:11:30.000","Fluxicon Disco","Variant 223","223","--Org line C","Org line C","-","Queued-Awaiting Assignment"
"1-613364032","Accepted-In Progress","2012/02/27 11:04:23.000","2012/02/27 11:04:23.000","Fluxicon Disco","Variant 223","223","Asmita-Org line C","Org line C","Asmita","Accepted-In Progress"
"1-613364032","Completed-Closed","2012/03/14 07:10:20.000","2012/03/14 07:10:20.000","Fluxicon Disco","Variant 223","223","Asmita-Org line C","Org line C","Asmita","Completed-Closed"
"1-613412559","Accepted-In Progress","2011/11/21 16:27:27.000","2011/11/21 16:27:27.000","Fluxicon Disco","Variant 1","1","Joshua-Org line C","Org line C","Joshua","Accepted-In Progress"
"1-613412559","Completed-Closed","2012/01/06 18:59:13.000","2012/01/06 18:59:13.000","Fluxicon Disco","Variant 1","1","Joshua-Org line C","Org line C","Joshua","Completed-Closed"
"1-613496066","Accepted-In Progress","2011/11/22 00:57:49.000","2011/11/22 00:57:49.000","Fluxicon Disco","Variant 9","9","Pranesh-Org line C","Org line C","Pranesh","Accepted-In Progress"
"1-613496066","Queued-Awaiting Assignment","2011/11/22 01:06:42.000","2011/11/22 01:06:42.000","Fluxicon Disco","Variant 9","9","Pranesh-Org line C","Org line C","Pranesh","Queued-Awaiting Assignment"
"1-613496066","Accepted-In Progress","2011/11/29 15:29:02.000","2011/11/29 15:29:02.000","Fluxicon Disco","Variant 9","9","Pavan-Org line C","Org line C","Pavan","Accepted-In Progress"
"1-613496066","Accepted-Wait","2011/11/29 15:33:42.000","2011/11/29 15:33:42.000","Fluxicon Disco","Variant 9","9","Pavan-Org line C","Org line C","Pavan","Accepted-Wait"
"1-613496066","Completed-Closed","2012/03/16 07:50:31.000","2012/03/16 07:50:31.000","Fluxicon Disco","Variant 9","9","Pavan-Org line C","Org line C","Pavan","Completed-Closed"
"1-613740745","Accepted-In Progress","2011/11/22 07:32:34.000","2011/11/22 07:32:34.000","Fluxicon Disco","Variant 1","1","Sarath-Org line C","Org line C","Sarath","Accepted-In Progress"
"1-613740745","Completed-Closed","2012/01/04 10:44:19.000","2012/01/04 10:44:19.000","Fluxicon Disco","Variant 1","1","Sarath-Org line C","Org line C","Sarath","Completed-Closed"
"1-614378697","Accepted-In Progress","2011/11/23 00:48:06.000","2011/11/23 00:48:06.000","Fluxicon Disco","Variant 5","5","Curt-Org line C","Org line C","Curt","Accepted-In Progress"
"1-614378697","Queued-Awaiting Assignment","2011/11/23 00:54:14.000","2011/11/23 00:54:14.000","Fluxicon Disco","Variant 5","5","Curt-Org line C","Org line C","Curt","Queued-Awaiting Assignment"
"1-614378697","Accepted-In Progress","2012/02/01 14:35:57.000","2012/02/01 14:35:57.000","Fluxicon Disco","Variant 5","5","Saurabh-Org line C","Org line C","Saurabh","Accepted-In Progress"
"1-614378697","Completed-Closed","2012/03/14 11:14:44.000","2012/03/14 11:14:44.000","Fluxicon Disco","Variant 5","5","Saurabh-Org line C","Org line C","Saurabh","Completed-Closed"
"1-614378787","Accepted-In Progress","2011/11/23 00:54:50.000","2011/11/23 00:54:50.000","Fluxicon Disco","Variant 5","5","Curt-Org line C","Org line C","Curt","Accepted-In Progress"
"1-614378787","Queued-Awaiting Assignment","2011/11/23 01:06:12.000","2011/11/23 01:06:12.000","Fluxicon Disco","Variant 5","5","Curt-Org line C","Org line C","Curt","Queued-Awaiting Assignment"
"1-614378787","Accepted-In Progress","2012/03/15 09:49:49.000","2012/03/15 09:49:49.000","Fluxicon Disco","Variant 5","5","Curt-Org line C","Org line C","Curt","Accepted-In Progress"
"1-614378787","Completed-Closed","2012/03/15 09:50:07.000","2012/03/15 09:50:07.000","Fluxicon Disco","Variant 5","5","Curt-Org line C","Org line C","Curt","Completed-Closed"
"1-614451236","Accepted-In Progress","2011/11/23 07:06:12.000","2011/11/23 07:06:12.000","Fluxicon Disco","Variant 1","1","Bjarne-Org line C","Org line C","Bjarne","Accepted-In Progress"
"1-614451236","Completed-Closed","2012/03/20 13:47:33.000","2012/03/20 13:47:33.000","Fluxicon Disco","Variant 1","1","Bjarne-Org line C","Org line C","Bjarne","Completed-Closed"
"1-615224713","Accepted-In Progress","2011/11/23 15:01:03.000","2011/11/23 15:01:03.000","Fluxicon Disco","Variant 1","1","Dawid-Org line A2","Org line A2","Dawid","Accepted-In Progress"
"1-615224713","Completed-Closed","2012/01/13 13:26:02.000","2012/01/13 13:26:02.000","Fluxicon Disco","Variant 1","1","Dawid-Org line A2","Org line A2","Dawid","Completed-Closed"
"1-615905511","Accepted-In Progress","2011/11/24 07:34:09.000","2011/11/24 07:34:09.000","Fluxicon Disco","Variant 3","3","Joakim-Org line C","Org line C","Joakim","Accepted-In Progress"
"1-615905511","Accepted-Wait","2012/02/07 15:03:51.000","2012/02/07 15:03:51.000","Fluxicon Disco","Variant 3","3","Joakim-Org line C","Org line C","Joakim","Accepted-Wait"
"1-615905511","Completed-Closed","2012/04/25 16:00:33.000","2012/04/25 16:00:33.000","Fluxicon Disco","Variant 3","3","Joakim-Org line C","Org line C","Joakim","Completed-Closed"
"1-616014042","Accepted-In Progress","2011/11/24 11:07:34.000","2011/11/24 11:07:34.000","Fluxicon Disco","Variant 1","1","Sylvie-Org line C","Org line C","Sylvie","Accepted-In Progress"
"1-616014042","Completed-Closed","2012/03/28 12:41:08.000","2012/03/28 12:41:08.000","Fluxicon Disco","Variant 1","1","Sylvie-Org line C","Org line C","Sylvie","Completed-Closed"
"1-616211466","Accepted-In Progress","2011/11/24 13:08:26.000","2011/11/24 13:08:26.000","Fluxicon Disco","Variant 224","224","Robert-Org line C","Org line C","Robert","Accepted-In Progress"
"1-616211466","Accepted-Wait","2011/11/24 13:11:59.000","2011/11/24 13:11:59.000","Fluxicon Disco","Variant 224","224","Robert-Org line C","Org line C","Robert","Accepted-Wait"
"1-616211466","Queued-Awaiting Assignment","2011/12/21 12:31:08.000","2011/12/21 12:31:08.000","Fluxicon Disco","Variant 224","224","Robert-Org line C","Org line C","Robert","Queued-Awaiting Assignment"
"1-616211466","Queued-Awaiting Assignment","2012/01/20 02:32:09.000","2012/01/20 02:32:09.000","Fluxicon Disco","Variant 224","224","Pratap-Org line C","Org line C","Pratap","Queued-Awaiting Assignment"
"1-616211466","Accepted-In Progress","2012/02/13 03:22:20.000","2012/02/13 03:22:20.000","Fluxicon Disco","Variant 224","224","Pratap-Org line C","Org line C","Pratap","Accepted-In Progress"
"1-616211466","Accepted-Wait","2012/02/13 03:22:28.000","2012/02/13 03:22:28.000","Fluxicon Disco","Variant 224","224","Pratap-Org line C","Org line C","Pratap","Accepted-Wait"
"1-616211466","Accepted-In Progress","2012/03/15 12:22:42.000","2012/03/15 12:22:42.000","Fluxicon Disco","Variant 224","224","Suman-Org line C","Org line C","Suman","Accepted-In Progress"
"1-616211466","Completed-Closed","2012/03/15 12:22:50.000","2012/03/15 12:22:50.000","Fluxicon Disco","Variant 224","224","Suman-Org line C","Org line C","Suman","Completed-Closed"
"1-616288482","Accepted-In Progress","2011/11/24 14:07:54.000","2011/11/24 14:07:54.000","Fluxicon Disco","Variant 225","225","Robert-Org line C","Org line C","Robert","Accepted-In Progress"
"1-616288482","Accepted-In Progress","2011/11/24 14:08:48.000","2011/11/24 14:08:48.000","Fluxicon Disco","Variant 225","225","Robert-Org line C","Org line C","Robert","Accepted-In Progress"
"1-616288482","Accepted-Wait","2011/11/24 14:16:44.000","2011/11/24 14:16:44.000","Fluxicon Disco","Variant 225","225","Robert-Org line C","Org line C","Robert","Accepted-Wait"
"1-616288482","Accepted-Assigned","2011/11/24 14:20:36.000","2011/11/24 14:20:36.000","Fluxicon Disco","Variant 225","225","Robert-Org line C","Org line C","Robert","Accepted-Assigned"
"1-616288482","Accepted-In Progress","2011/11/24 14:20:44.000","2011/11/24 14:20:44.000","Fluxicon Disco","Variant 225","225","J-Org line C","Org line C","J","Accepted-In Progress"
"1-616288482","Accepted-Assigned","2011/11/24 14:20:56.000","2011/11/24 14:20:56.000","Fluxicon Disco","Variant 225","225","KumarGuru-Org line C","Org line C","KumarGuru","Accepted-Assigned"
"1-616288482","Completed-Closed","2012/03/19 07:12:22.000","2012/03/19 07:12:22.000","Fluxicon Disco","Variant 225","225","KumarGuru-Org line C","Org line C","KumarGuru","Completed-Closed"
"1-616409083","Accepted-In Progress","2011/11/24 17:30:30.000","2011/11/24 17:30:30.000","Fluxicon Disco","Variant 12","12","Jonas-Org line C","Org line C","Jonas","Accepted-In Progress"
"1-616409083","Completed-Closed","2012/02/15 12:26:06.000","2012/02/15 12:26:06.000","Fluxicon Disco","Variant 12","12","Jonas-Org line C","Org line C","Jonas","Completed-Closed"
"1-616409083","Accepted-In Progress","2012/02/15 15:54:41.000","2012/02/15 15:54:41.000","Fluxicon Disco","Variant 12","12","Jonas-Org line C","Org line C","Jonas","Accepted-In Progress"
"1-616409083","Completed-Closed","2012/02/15 16:12:50.000","2012/02/15 16:12:50.000","Fluxicon Disco","Variant 12","12","Jonas-Org line C","Org line C","Jonas","Completed-Closed"
"1-616977258","Accepted-In Progress","2011/11/25 12:33:57.000","2011/11/25 12:33:57.000","Fluxicon Disco","Variant 6","6","Niklas-Org line A2","Org line A2","Niklas","Accepted-In Progress"
"1-616977258","Accepted-Assigned","2012/01/05 11:31:53.000","2012/01/05 11:31:53.000","Fluxicon Disco","Variant 6","6","Niklas-Org line A2","Org line A2","Niklas","Accepted-Assigned"
"1-616977258","Accepted-In Progress","2012/04/23 11:06:44.000","2012/04/23 11:06:44.000","Fluxicon Disco","Variant 6","6","Niklas-Org line A2","Org line A2","Niklas","Accepted-In Progress"
"1-616977258","Completed-Closed","2012/04/23 11:07:42.000","2012/04/23 11:07:42.000","Fluxicon Disco","Variant 6","6","Niklas-Org line A2","Org line A2","Niklas","Completed-Closed"
"1-616993936","Accepted-In Progress","2011/11/25 11:23:38.000","2011/11/25 11:23:38.000","Fluxicon Disco","Variant 11","11","Ann-Charlotte-Org line C","Org line C","Ann-Charlotte","Accepted-In Progress"
"1-616993936","Queued-Awaiting Assignment","2011/11/25 11:28:42.000","2011/11/25 11:28:42.000","Fluxicon Disco","Variant 11","11","Ann-Charlotte-Org line C","Org line C","Ann-Charlotte","Queued-Awaiting Assignment"
"1-616993936","Accepted-In Progress","2011/11/25 11:30:35.000","2011/11/25 11:30:35.000","Fluxicon Disco","Variant 11","11","Jakob-Org line C","Org line C","Jakob","Accepted-In Progress"
"1-616993936","Queued-Awaiting Assignment","2011/11/25 11:32:07.000","2011/11/25 11:32:07.000","Fluxicon Disco","Variant 11","11","Ann-Charlotte-Org line C","Org line C","Ann-Charlotte","Queued-Awaiting Assignment"
"1-616993936","Accepted-In Progress","2011/11/25 15:25:53.000","2011/11/25 15:25:53.000","Fluxicon Disco","Variant 11","11","Christer-Org line C","Org line C","Christer","Accepted-In Progress"
"1-616993936","Completed-Closed","2012/01/27 14:12:32.000","2012/01/27 14:12:32.000","Fluxicon Disco","Variant 11","11","Christer-Org line C","Org line C","Christer","Completed-Closed"
"1-617042441","Accepted-In Progress","2011/11/25 13:21:16.000","2011/11/25 13:21:16.000","Fluxicon Disco","Variant 60","60","Jan-Org line C","Org line C","Jan","Accepted-In Progress"
"1-617042441","Queued-Awaiting Assignment","2011/12/01 10:22:28.000","2011/12/01 10:22:28.000","Fluxicon Disco","Variant 60","60","Jan-Org line C","Org line C","Jan","Queued-Awaiting Assignment"
"1-617042441","Accepted-In Progress","2011/12/01 10:23:47.000","2011/12/01 10:23:47.000","Fluxicon Disco","Variant 60","60","Sumit-Org line C","Org line C","Sumit","Accepted-In Progress"
"1-617042441","Queued-Awaiting Assignment","2011/12/01 15:28:14.000","2011/12/01 15:28:14.000","Fluxicon Disco","Variant 60","60","Jan-Org line C","Org line C","Jan","Queued-Awaiting Assignment"
"1-617042441","Accepted-In Progress","2011/12/01 15:29:02.000","2011/12/01 15:29:02.000","Fluxicon Disco","Variant 60","60","Sumit-Org line C","Org line C","Sumit","Accepted-In Progress"
"1-617042441","Accepted-Assigned","2011/12/01 15:29:41.000","2011/12/01 15:29:41.000","Fluxicon Disco","Variant 60","60","Jan-Org line C","Org line C","Jan","Accepted-Assigned"
"1-617042441","Accepted-In Progress","2011/12/01 15:29:46.000","2011/12/01 15:29:46.000","Fluxicon Disco","Variant 60","60","Sumit-Org line C","Org line C","Sumit","Accepted-In Progress"
"1-617042441","Completed-Closed","2012/01/04 12:12:18.000","2012/01/04 12:12:18.000","Fluxicon Disco","Variant 60","60","Sumit-Org line C","Org line C","Sumit","Completed-Closed"
"1-617049384","Accepted-In Progress","2011/11/25 15:08:25.000","2011/11/25 15:08:25.000","Fluxicon Disco","Variant 1","1","Vesa-Org line C","Org line C","Vesa","Accepted-In Progress"
"1-617049384","Completed-Closed","2012/01/23 10:11:18.000","2012/01/23 10:11:18.000","Fluxicon Disco","Variant 1","1","Vesa-Org line C","Org line C","Vesa","Completed-Closed"
"1-617084616","Accepted-In Progress","2011/11/25 16:02:27.000","2011/11/25 16:02:27.000","Fluxicon Disco","Variant 3","3","Roland-Org line G4","Org line G4","Roland","Accepted-In Progress"
"1-617084616","Accepted-Wait","2011/12/05 08:23:00.000","2011/12/05 08:23:00.000","Fluxicon Disco","Variant 3","3","Roland-Org line G4","Org line G4","Roland","Accepted-Wait"
"1-617084616","Completed-Closed","2012/02/08 21:55:10.000","2012/02/08 21:55:10.000","Fluxicon Disco","Variant 3","3","Roland-Org line G4","Org line G4","Roland","Completed-Closed"
"1-617356985","Accepted-In Progress","2011/11/28 09:22:46.000","2011/11/28 09:22:46.000","Fluxicon Disco","Variant 226","226","Robert-Org line C","Org line C","Robert","Accepted-In Progress"
"1-617356985","Completed-Closed","2011/11/29 09:48:55.000","2011/11/29 09:48:55.000","Fluxicon Disco","Variant 226","226","Robert-Org line C","Org line C","Robert","Completed-Closed"
"1-617356985","Accepted-In Progress","2012/02/08 02:42:36.000","2012/02/08 02:42:36.000","Fluxicon Disco","Variant 226","226","Robert-Org line C","Org line C","Robert","Accepted-In Progress"
"1-617356985","Accepted-Wait","2012/02/08 03:04:57.000","2012/02/08 03:04:57.000","Fluxicon Disco","Variant 226","226","Robert-Org line C","Org line C","Robert","Accepted-Wait"
"1-617356985","Queued-Awaiting Assignment","2012/03/07 12:54:59.000","2012/03/07 12:54:59.000","Fluxicon Disco","Variant 226","226","Robert-Org line C","Org line C","Robert","Queued-Awaiting Assignment"
"1-617356985","Accepted-In Progress","2012/03/13 11:44:07.000","2012/03/13 11:44:07.000","Fluxicon Disco","Variant 226","226","Bhavesh-Org line C","Org line C","Bhavesh","Accepted-In Progress"
"1-617356985","Completed-Closed","2012/03/13 11:44:47.000","2012/03/13 11:44:47.000","Fluxicon Disco","Variant 226","226","Bhavesh-Org line C","Org line C","Bhavesh","Completed-Closed"
"1-617389027","Accepted-In Progress","2011/11/28 10:16:12.000","2011/11/28 10:16:12.000","Fluxicon Disco","Variant 3","3","Yue-Org line A2","Org line A2","Yue","Accepted-In Progress"
"1-617389027","Accepted-Wait","2011/11/30 02:11:40.000","2011/11/30 02:11:40.000","Fluxicon Disco","Variant 3","3","Yue-Org line A2","Org line A2","Yue","Accepted-Wait"
"1-617389027","Completed-Closed","2012/01/05 02:06:21.000","2012/01/05 02:06:21.000","Fluxicon Disco","Variant 3","3","Yue-Org line A2","Org line A2","Yue","Completed-Closed"
"1-617470131","Accepted-In Progress","2011/11/28 13:45:21.000","2011/11/28 13:45:21.000","Fluxicon Disco","Variant 227","227","Johan-Org line C","Org line C","Johan","Accepted-In Progress"
"1-617470131","Accepted-Wait","2011/11/28 13:49:51.000","2011/11/28 13:49:51.000","Fluxicon Disco","Variant 227","227","Johan-Org line C","Org line C","Johan","Accepted-Wait"
"1-617470131","Queued-Awaiting Assignment","2011/11/30 12:13:31.000","2011/11/30 12:13:31.000","Fluxicon Disco","Variant 227","227","Johan-Org line C","Org line C","Johan","Queued-Awaiting Assignment"
"1-617470131","Accepted-Assigned","2011/12/21 15:52:59.000","2011/12/21 15:52:59.000","Fluxicon Disco","Variant 227","227","Shery-Org line C","Org line C","Shery","Accepted-Assigned"
"1-617470131","Accepted-In Progress","2012/02/13 08:21:31.000","2012/02/13 08:21:31.000","Fluxicon Disco","Variant 227","227","Awneesh-Org line C","Org line C","Awneesh","Accepted-In Progress"
"1-617470131","Accepted-In Progress","2012/02/13 08:22:32.000","2012/02/13 08:22:32.000","Fluxicon Disco","Variant 227","227","Shery-Org line C","Org line C","Shery","Accepted-In Progress"
"1-617470131","Completed-Closed","2012/02/13 08:22:56.000","2012/02/13 08:22:56.000","Fluxicon Disco","Variant 227","227","Shery-Org line C","Org line C","Shery","Completed-Closed"
"1-617696569","Accepted-In Progress","2011/11/29 04:12:33.000","2011/11/29 04:12:33.000","Fluxicon Disco","Variant 70","70","Freddy-Org line C","Org line C","Freddy","Accepted-In Progress"
"1-617696569","Completed-Closed","2011/12/19 04:43:18.000","2011/12/19 04:43:18.000","Fluxicon Disco","Variant 70","70","Freddy-Org line C","Org line C","Freddy","Completed-Closed"
"1-617696569","Accepted-In Progress","2012/01/18 12:05:10.000","2012/01/18 12:05:10.000","Fluxicon Disco","Variant 70","70","Freddy-Org line C","Org line C","Freddy","Accepted-In Progress"
"1-617696569","Completed-Closed","2012/01/18 12:07:06.000","2012/01/18 12:07:06.000","Fluxicon Disco","Variant 70","70","Freddy-Org line C","Org line C","Freddy","Completed-Closed"
"1-617696569","Accepted-In Progress","2012/02/14 09:15:07.000","2012/02/14 09:15:07.000","Fluxicon Disco","Variant 70","70","Freddy-Org line C","Org line C","Freddy","Accepted-In Progress"
"1-617696569","Completed-Closed","2012/02/14 09:15:35.000","2012/02/14 09:15:35.000","Fluxicon Disco","Variant 70","70","Freddy-Org line C","Org line C","Freddy","Completed-Closed"
"1-618041243","Accepted-In Progress","2011/11/30 04:43:31.000","2011/11/30 04:43:31.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Accepted-In Progress"
"1-618041243","Queued-Awaiting Assignment","2011/11/30 08:37:56.000","2011/11/30 08:37:56.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Queued-Awaiting Assignment"
"1-618041243","Accepted-In Progress","2011/12/12 12:48:59.000","2011/12/12 12:48:59.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Accepted-In Progress"
"1-618041243","Accepted-Wait","2011/12/12 14:52:54.000","2011/12/12 14:52:54.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Accepted-Wait"
"1-618041243","Completed-Closed","2012/01/19 16:18:51.000","2012/01/19 16:18:51.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Completed-Closed"
"1-618041343","Accepted-In Progress","2011/11/30 05:20:53.000","2011/11/30 05:20:53.000","Fluxicon Disco","Variant 11","11","Patrik-Org line A2","Org line A2","Patrik","Accepted-In Progress"
"1-618041343","Queued-Awaiting Assignment","2011/11/30 08:38:36.000","2011/11/30 08:38:36.000","Fluxicon Disco","Variant 11","11","Patrik-Org line A2","Org line A2","Patrik","Queued-Awaiting Assignment"
"1-618041343","Accepted-In Progress","2011/11/30 08:54:41.000","2011/11/30 08:54:41.000","Fluxicon Disco","Variant 11","11","Fredrik-Org line A2","Org line A2","Fredrik","Accepted-In Progress"
"1-618041343","Queued-Awaiting Assignment","2011/11/30 08:55:27.000","2011/11/30 08:55:27.000","Fluxicon Disco","Variant 11","11","Jihong-Org line B","Org line B","Jihong","Queued-Awaiting Assignment"
"1-618041343","Accepted-In Progress","2012/01/05 03:30:36.000","2012/01/05 03:30:36.000","Fluxicon Disco","Variant 11","11","Kwewat-Org line B","Org line B","Kwewat","Accepted-In Progress"
"1-618041343","Completed-Closed","2012/01/05 03:31:22.000","2012/01/05 03:31:22.000","Fluxicon Disco","Variant 11","11","Kwewat-Org line B","Org line B","Kwewat","Completed-Closed"
"1-618116069","Accepted-In Progress","2011/11/30 07:54:16.000","2011/11/30 07:54:16.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Accepted-In Progress"
"1-618116069","Queued-Awaiting Assignment","2011/11/30 08:14:54.000","2011/11/30 08:14:54.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Queued-Awaiting Assignment"
"1-618116069","Accepted-In Progress","2011/12/12 14:51:59.000","2011/12/12 14:51:59.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Accepted-In Progress"
"1-618116069","Accepted-Wait","2011/12/12 14:52:05.000","2011/12/12 14:52:05.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Accepted-Wait"
"1-618116069","Completed-Closed","2012/01/19 16:30:17.000","2012/01/19 16:30:17.000","Fluxicon Disco","Variant 9","9","Britt-Org line A2","Org line A2","Britt","Completed-Closed"
"1-618143224","Accepted-In Progress","2011/11/30 09:00:24.000","2011/11/30 09:00:24.000","Fluxicon Disco","Variant 25","25","Yannick-Org line C","Org line C","Yannick","Accepted-In Progress"
"1-618143224","Queued-Awaiting Assignment","2011/11/30 09:01:00.000","2011/11/30 09:01:00.000","Fluxicon Disco","Variant 25","25","Yannick-Org line C","Org line C","Yannick","Queued-Awaiting Assignment"
"1-618143224","Accepted-Assigned","2011/11/30 09:01:19.000","2011/11/30 09:01:19.000","Fluxicon Disco","Variant 25","25","Yannick-Org line C","Org line C","Yannick","Accepted-Assigned"
"1-618143224","Accepted-In Progress","2011/12/14 09:39:58.000","2011/12/14 09:39:58.000","Fluxicon Disco","Variant 25","25","Dimitri-Org line A2","Org line A2","Dimitri","Accepted-In Progress"
"1-618143224","Completed-Closed","2012/01/20 13:06:33.000","2012/01/20 13:06:33.000","Fluxicon Disco","Variant 25","25","Dimitri-Org line A2","Org line A2","Dimitri","Completed-Closed"
