"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","deadline","department","group","org:resource","org:group"
"case-6645","T04 Determine confirmation of receipt","2011/03/31 15:20:45.078","2011/03/31 15:20:45.078","2011/04/27 00:00:00.020","2011/04/26 15:11:59.286","Resource11","Post","2011/03/02 00:00:00.010","2011/04/27 00:00:00.000","General",,"Resource10","Group 3"
"case-6645","T05 Print and send confirmation of receipt","2011/04/06 14:06:51.934","2011/04/06 14:06:51.934","2011/04/27 00:00:00.020","2011/04/26 15:11:59.286","Resource11","Post","2011/03/02 00:00:00.010","2011/04/27 00:00:00.000","General",,"admin1","Group 2"
"case-6646","Confirmation of receipt","2011/03/29 10:48:24.971","2011/03/29 10:48:24.971","2011/05/02 00:00:00.020","2011/05/02 14:11:47.699","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","EMPTY"
"case-6646","T02 Check confirmation of receipt","2011/03/29 10:48:39.665","2011/03/29 10:48:39.665","2011/05/02 00:00:00.020","2011/05/02 14:11:47.699","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 4"
"case-6646","T04 Determine confirmation of receipt","2011/03/29 10:48:53.630","2011/03/29 10:48:53.630","2011/05/02 00:00:00.020","2011/05/02 14:11:47.699","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 3"
"case-6646","T05 Print and send confirmation of receipt","2011/03/29 10:49:09.034","2011/03/29 10:49:09.034","2011/05/02 00:00:00.020","2011/05/02 14:11:47.699","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 2"
"case-6646","T06 Determine necessity of stop advice","2011/03/29 12:18:21.237","2011/03/29 12:18:21.237","2011/05/02 00:00:00.020","2011/05/02 14:11:47.699","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 1"
"case-6646","T10 Determine necessity to stop indication","2011/03/29 12:23:43.362","2011/03/29 12:23:43.362","2011/05/02 00:00:00.020","2011/05/02 14:11:47.699","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 1"
"case-6648","Confirmation of receipt","2011/03/29 11:19:26.058","2011/03/29 11:19:26.058","2011/05/02 00:00:00.020","2011/05/02 14:19:56.484","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","EMPTY"
"case-6648","T02 Check confirmation of receipt","2011/03/29 11:45:37.188","2011/03/29 11:45:37.188","2011/05/02 00:00:00.020","2011/05/02 14:19:56.484","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 4"
"case-6648","T04 Determine confirmation of receipt","2011/03/29 11:45:49.119","2011/03/29 11:45:49.119","2011/05/02 00:00:00.020","2011/05/02 14:19:56.484","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 3"
"case-6648","T05 Print and send confirmation of receipt","2011/03/29 11:46:00.654","2011/03/29 11:46:00.654","2011/05/02 00:00:00.020","2011/05/02 14:19:56.484","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 2"
"case-6648","T06 Determine necessity of stop advice","2011/03/29 11:46:21.883","2011/03/29 11:46:21.883","2011/05/02 00:00:00.020","2011/05/02 14:19:56.484","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 1"
"case-6648","T10 Determine necessity to stop indication","2011/03/29 11:46:40.975","2011/03/29 11:46:40.975","2011/05/02 00:00:00.020","2011/05/02 14:19:56.484","Resource02","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource02","Group 1"
"case-6649","Confirmation of receipt","2011/03/28 14:57:22.374","2011/03/28 14:57:22.374","2011/05/03 00:00:00.020","2011/05/19 15:31:20.458","Resource11","Post","2011/03/08 00:00:00.010","2011/05/03 00:00:00.000","General",,"Resource11","EMPTY"
"case-6649","T02 Check confirmation of receipt","2011/03/31 15:02:37.843","2011/03/31 15:02:37.843","2011/05/03 00:00:00.020","2011/05/19 15:31:20.458","Resource11","Post","2011/03/08 00:00:00.010","2011/05/03 00:00:00.000","General",,"Resource32","EMPTY"
"case-6649","T04 Determine confirmation of receipt","2011/03/31 15:46:16.205","2011/03/31 15:46:16.205","2011/05/03 00:00:00.020","2011/05/19 15:31:20.458","Resource11","Post","2011/03/08 00:00:00.010","2011/05/03 00:00:00.000","General",,"Resource19","EMPTY"
"case-6649","T05 Print and send confirmation of receipt","2011/04/06 14:30:46.310","2011/04/06 14:30:46.310","2011/05/03 00:00:00.020","2011/05/19 15:31:20.458","Resource11","Post","2011/03/08 00:00:00.010","2011/05/03 00:00:00.000","General",,"admin1","Group 2"
"case-6649","T06 Determine necessity of stop advice","2011/05/12 14:58:44.794","2011/05/12 14:58:44.794","2011/05/03 00:00:00.020","2011/05/19 15:31:20.458","Resource11","Post","2011/03/08 00:00:00.010","2011/05/03 00:00:00.000","General",,"Resource11","Group 1"
"case-6649","T10 Determine necessity to stop indication","2011/05/12 15:00:55.063","2011/05/12 15:00:55.063","2011/05/03 00:00:00.020","2011/05/19 15:31:20.458","Resource11","Post","2011/03/08 00:00:00.010","2011/05/03 00:00:00.000","General",,"Resource11","Group 1"
"case-6650","Confirmation of receipt","2011/04/12 10:20:59.394","2011/04/12 10:20:59.394","2011/05/05 00:00:00.020","2011/05/03 11:50:19.323","Resource06","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource06","EMPTY"
"case-6650","T02 Check confirmation of receipt","2011/04/12 10:21:19.864","2011/04/12 10:21:19.864","2011/05/05 00:00:00.020","2011/05/03 11:50:19.323","Resource06","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource06","Group 4"
"case-6650","T04 Determine confirmation of receipt","2011/04/12 10:21:32.123","2011/04/12 10:21:32.123","2011/05/05 00:00:00.020","2011/05/03 11:50:19.323","Resource06","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource06","Group 3"
"case-6650","T05 Print and send confirmation of receipt","2011/04/12 10:21:44.216","2011/04/12 10:21:44.216","2011/05/05 00:00:00.020","2011/05/03 11:50:19.323","Resource06","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource06","Group 2"
"case-6650","T06 Determine necessity of stop advice","2011/04/12 10:21:56.804","2011/04/12 10:21:56.804","2011/05/05 00:00:00.020","2011/05/03 11:50:19.323","Resource06","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource06","Group 1"
"case-6650","T10 Determine necessity to stop indication","2011/04/12 10:22:29.313","2011/04/12 10:22:29.313","2011/05/05 00:00:00.020","2011/05/03 11:50:19.323","Resource06","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource06","Group 1"
"case-6653","Confirmation of receipt","2011/03/29 10:11:42.068","2011/03/29 10:11:42.068","2011/05/06 00:00:00.020","2011/04/29 11:29:43.730","Resource06","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource06","EMPTY"
"case-6653","T02 Check confirmation of receipt","2011/03/29 10:11:56.752","2011/03/29 10:11:56.752","2011/05/06 00:00:00.020","2011/04/29 11:29:43.730","Resource06","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource06","Group 4"
"case-6653","T06 Determine necessity of stop advice","2011/03/29 10:12:14.032","2011/03/29 10:12:14.032","2011/05/06 00:00:00.020","2011/04/29 11:29:43.730","Resource06","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource06","Group 1"
"case-6653","T10 Determine necessity to stop indication","2011/03/29 10:12:29.919","2011/03/29 10:12:29.919","2011/05/06 00:00:00.020","2011/04/29 11:29:43.730","Resource06","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource06","Group 1"
"case-6653","T04 Determine confirmation of receipt","2011/03/30 10:37:24.914","2011/03/30 10:37:24.914","2011/05/06 00:00:00.020","2011/04/29 11:29:43.730","Resource06","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource10","Group 3"
"case-6653","T05 Print and send confirmation of receipt","2011/03/31 08:47:54.232","2011/03/31 08:47:54.232","2011/05/06 00:00:00.020","2011/04/29 11:29:43.730","Resource06","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"admin1","Group 2"
"case-6654","Confirmation of receipt","2011/03/29 07:44:33.058","2011/03/29 07:44:33.058","2011/05/06 00:00:00.020","2011/05/02 09:54:01.913","Resource11","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource11","EMPTY"
"case-6654","T02 Check confirmation of receipt","2011/03/31 08:51:03.267","2011/03/31 08:51:03.267","2011/05/06 00:00:00.020","2011/05/02 09:54:01.913","Resource11","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource19","EMPTY"
"case-6654","T04 Determine confirmation of receipt","2011/03/31 08:51:16.749","2011/03/31 08:51:16.749","2011/05/06 00:00:00.020","2011/05/02 09:54:01.913","Resource11","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource19","Group 3"
"case-6654","T05 Print and send confirmation of receipt","2011/04/14 09:30:44.475","2011/04/14 09:30:44.475","2011/05/06 00:00:00.020","2011/05/02 09:54:01.913","Resource11","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource01","EMPTY"
"case-6654","T06 Determine necessity of stop advice","2011/04/14 09:30:58.759","2011/04/14 09:30:58.759","2011/05/06 00:00:00.020","2011/05/02 09:54:01.913","Resource11","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource01","Group 1"
"case-6654","T10 Determine necessity to stop indication","2011/04/14 09:34:36.926","2011/04/14 09:34:36.926","2011/05/06 00:00:00.020","2011/05/02 09:54:01.913","Resource11","Post","2011/03/11 00:00:00.010","2011/05/06 00:00:00.000","General",,"Resource01","Group 1"
"case-6655","Confirmation of receipt","2011/03/25 10:08:19.522","2011/03/25 10:08:19.522","2011/04/24 01:06:40.020","2011/04/28 00:00:00.020","Resource06","Internet","2011/02/27 01:06:40.010","2011/05/01 01:06:40.000","Experts",,"Resource06","EMPTY"
"case-6655","T02 Check confirmation of receipt","2011/03/25 10:09:10.583","2011/03/25 10:09:10.583","2011/04/24 01:06:40.020","2011/04/28 00:00:00.020","Resource06","Internet","2011/02/27 01:06:40.010","2011/05/01 01:06:40.000","Experts",,"Resource06","Group 4"
"case-6655","T06 Determine necessity of stop advice","2011/03/25 10:11:46.960","2011/03/25 10:11:46.960","2011/04/24 01:06:40.020","2011/04/28 00:00:00.020","Resource06","Internet","2011/02/27 01:06:40.010","2011/05/01 01:06:40.000","Experts",,"Resource06","Group 1"
"case-6655","T10 Determine necessity to stop indication","2011/03/25 10:14:25.646","2011/03/25 10:14:25.646","2011/04/24 01:06:40.020","2011/04/28 00:00:00.020","Resource06","Internet","2011/02/27 01:06:40.010","2011/05/01 01:06:40.000","Experts",,"Resource06","Group 1"
"case-6655","T04 Determine confirmation of receipt","2011/03/25 12:09:20.531","2011/03/25 12:09:20.531","2011/04/24 01:06:40.020","2011/04/28 00:00:00.020","Resource06","Internet","2011/02/27 01:06:40.010","2011/05/01 01:06:40.000","Experts",,"Resource10","Group 3"
"case-6655","T05 Print and send confirmation of receipt","2011/03/29 16:09:09.097","2011/03/29 16:09:09.097","2011/04/24 01:06:40.020","2011/04/28 00:00:00.020","Resource06","Internet","2011/02/27 01:06:40.010","2011/05/01 01:06:40.000","Experts",,"admin1","Group 2"
"case-6662","Confirmation of receipt","2011/03/29 10:12:33.993","2011/03/29 10:12:33.993","2011/05/30 01:06:40.020","2011/05/27 13:03:53.522","Resource15","Post","2011/03/25 01:06:40.010","2011/05/30 01:06:40.000","General",,"Resource15","EMPTY"
"case-6662","T02 Check confirmation of receipt","2011/03/29 10:13:22.020","2011/03/29 10:13:22.020","2011/05/30 01:06:40.020","2011/05/27 13:03:53.522","Resource15","Post","2011/03/25 01:06:40.010","2011/05/30 01:06:40.000","General",,"Resource15","Group 4"
"case-6662","T04 Determine confirmation of receipt","2011/03/29 10:13:40.066","2011/03/29 10:13:40.066","2011/05/30 01:06:40.020","2011/05/27 13:03:53.522","Resource15","Post","2011/03/25 01:06:40.010","2011/05/30 01:06:40.000","General",,"Resource15","Group 3"
"case-6662","T06 Determine necessity of stop advice","2011/03/29 10:22:25.572","2011/03/29 10:22:25.572","2011/05/30 01:06:40.020","2011/05/27 13:03:53.522","Resource15","Post","2011/03/25 01:06:40.010","2011/05/30 01:06:40.000","General",,"Resource15","Group 1"
"case-6662","T10 Determine necessity to stop indication","2011/03/29 10:29:44.221","2011/03/29 10:29:44.221","2011/05/30 01:06:40.020","2011/05/27 13:03:53.522","Resource15","Post","2011/03/25 01:06:40.010","2011/05/30 01:06:40.000","General",,"Resource15","Group 1"
"case-6662","T05 Print and send confirmation of receipt","2011/03/29 15:56:57.431","2011/03/29 15:56:57.431","2011/05/30 01:06:40.020","2011/05/27 13:03:53.522","Resource15","Post","2011/03/25 01:06:40.010","2011/05/30 01:06:40.000","General",,"admin1","Group 2"
"case-6665","Confirmation of receipt","2011/03/29 07:20:06.180","2011/03/29 07:20:06.180","2011/05/05 00:00:00.020","2011/05/02 09:35:12.891","Resource11","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource11","EMPTY"
"case-6665","T02 Check confirmation of receipt","2011/03/31 08:49:06.478","2011/03/31 08:49:06.478","2011/05/05 00:00:00.020","2011/05/02 09:35:12.891","Resource11","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource19","EMPTY"
"case-6665","T04 Determine confirmation of receipt","2011/03/31 08:49:20.888","2011/03/31 08:49:20.888","2011/05/05 00:00:00.020","2011/05/02 09:35:12.891","Resource11","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource19","Group 3"
"case-6665","T05 Print and send confirmation of receipt","2011/03/31 09:21:45.393","2011/03/31 09:21:45.393","2011/05/05 00:00:00.020","2011/05/02 09:35:12.891","Resource11","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"admin1","Group 2"
"case-6665","T06 Determine necessity of stop advice","2011/04/14 09:46:10.761","2011/04/14 09:46:10.761","2011/05/05 00:00:00.020","2011/05/02 09:35:12.891","Resource11","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource01","Group 1"
"case-6665","T10 Determine necessity to stop indication","2011/04/14 09:47:40.478","2011/04/14 09:47:40.478","2011/05/05 00:00:00.020","2011/05/02 09:35:12.891","Resource11","Post","2011/03/10 00:00:00.010","2011/05/05 00:00:00.000","General",,"Resource01","Group 1"
"case-6667","Confirmation of receipt","2011/03/29 08:34:24.689","2011/03/29 08:34:24.689","2011/05/11 00:00:00.020","2011/05/02 15:30:05.555","Resource11","Post","2011/03/16 00:00:00.010","2011/05/11 00:00:00.000","General",,"Resource11","EMPTY"
"case-6667","T02 Check confirmation of receipt","2011/03/31 08:53:26.864","2011/03/31 08:53:26.864","2011/05/11 00:00:00.020","2011/05/02 15:30:05.555","Resource11","Post","2011/03/16 00:00:00.010","2011/05/11 00:00:00.000","General",,"Resource19","EMPTY"
"case-6667","T04 Determine confirmation of receipt","2011/03/31 08:54:32.497","2011/03/31 08:54:32.497","2011/05/11 00:00:00.020","2011/05/02 15:30:05.555","Resource11","Post","2011/03/16 00:00:00.010","2011/05/11 00:00:00.000","General",,"Resource19","Group 3"
"case-6667","T05 Print and send confirmation of receipt","2011/04/14 10:58:15.963","2011/04/14 10:58:15.963","2011/05/11 00:00:00.020","2011/05/02 15:30:05.555","Resource11","Post","2011/03/16 00:00:00.010","2011/05/11 00:00:00.000","General",,"Resource01","EMPTY"
"case-6667","T06 Determine necessity of stop advice","2011/04/14 10:58:26.111","2011/04/14 10:58:26.111","2011/05/11 00:00:00.020","2011/05/02 15:30:05.555","Resource11","Post","2011/03/16 00:00:00.010","2011/05/11 00:00:00.000","General",,"Resource01","Group 1"
"case-6667","T10 Determine necessity to stop indication","2011/04/14 11:11:56.344","2011/04/14 11:11:56.344","2011/05/11 00:00:00.020","2011/05/02 15:30:05.555","Resource11","Post","2011/03/16 00:00:00.010","2011/05/11 00:00:00.000","General",,"Resource01","Group 1"
"case-6668","Confirmation of receipt","2011/04/01 09:19:25.794","2011/04/01 09:19:25.794","2011/06/22 01:06:40.020","2011/06/01 10:43:32.531","Resource04","Post","2011/03/16 01:06:40.010","2011/06/22 01:06:40.000","General",,"Resource04","EMPTY"
"case-6668","T02 Check confirmation of receipt","2011/04/01 09:19:41.913","2011/04/01 09:19:41.913","2011/06/22 01:06:40.020","2011/06/01 10:43:32.531","Resource04","Post","2011/03/16 01:06:40.010","2011/06/22 01:06:40.000","General",,"Resource04","Group 4"
"case-6668","T06 Determine necessity of stop advice","2011/04/01 09:20:07.958","2011/04/01 09:20:07.958","2011/06/22 01:06:40.020","2011/06/01 10:43:32.531","Resource04","Post","2011/03/16 01:06:40.010","2011/06/22 01:06:40.000","General",,"Resource04","Group 1"
"case-6668","T10 Determine necessity to stop indication","2011/04/01 09:20:27.801","2011/04/01 09:20:27.801","2011/06/22 01:06:40.020","2011/06/01 10:43:32.531","Resource04","Post","2011/03/16 01:06:40.010","2011/06/22 01:06:40.000","General",,"Resource04","Group 1"
"case-6668","T04 Determine confirmation of receipt","2011/04/01 09:41:17.414","2011/04/01 09:41:17.414","2011/06/22 01:06:40.020","2011/06/01 10:43:32.531","Resource04","Post","2011/03/16 01:06:40.010","2011/06/22 01:06:40.000","General",,"Resource10","Group 3"
"case-6668","T05 Print and send confirmation of receipt","2011/04/06 15:11:49.127","2011/04/06 15:11:49.127","2011/06/22 01:06:40.020","2011/06/01 10:43:32.531","Resource04","Post","2011/03/16 01:06:40.010","2011/06/22 01:06:40.000","General",,"admin1","Group 2"
"case-6671","Confirmation of receipt","2011/07/11 12:24:17.317","2011/07/11 12:24:17.317","2011/05/17 00:00:00.020","2011/07/26 14:14:27.386","Resource09","Post","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource09","EMPTY"
"case-6671","T02 Check confirmation of receipt","2011/07/11 12:24:42.991","2011/07/11 12:24:42.991","2011/05/17 00:00:00.020","2011/07/26 14:14:27.386","Resource09","Post","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource09","Group 4"
"case-6671","T04 Determine confirmation of receipt","2011/07/11 12:25:09.516","2011/07/11 12:25:09.516","2011/05/17 00:00:00.020","2011/07/26 14:14:27.386","Resource09","Post","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource09","Group 3"
"case-6671","T05 Print and send confirmation of receipt","2011/07/11 12:25:31.803","2011/07/11 12:25:31.803","2011/05/17 00:00:00.020","2011/07/26 14:14:27.386","Resource09","Post","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource09","Group 2"
"case-6671","T06 Determine necessity of stop advice","2011/07/11 12:25:56.513","2011/07/11 12:25:56.513","2011/05/17 00:00:00.020","2011/07/26 14:14:27.386","Resource09","Post","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource09","Group 1"
"case-6671","T10 Determine necessity to stop indication","2011/07/11 12:26:30.092","2011/07/11 12:26:30.092","2011/05/17 00:00:00.020","2011/07/26 14:14:27.386","Resource09","Post","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource09","Group 1"
"case-6672","Confirmation of receipt","2011/03/31 15:46:08.599","2011/03/31 15:46:08.599","2011/05/02 00:00:00.020","2011/05/11 15:19:21.594","Resource22","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource22","EMPTY"
"case-6672","T02 Check confirmation of receipt","2011/03/31 15:47:53.750","2011/03/31 15:47:53.750","2011/05/02 00:00:00.020","2011/05/11 15:19:21.594","Resource22","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource22","EMPTY"
"case-6672","T06 Determine necessity of stop advice","2011/03/31 15:49:45.086","2011/03/31 15:49:45.086","2011/05/02 00:00:00.020","2011/05/11 15:19:21.594","Resource22","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource22","Group 1"
"case-6672","T10 Determine necessity to stop indication","2011/03/31 15:50:06.604","2011/03/31 15:50:06.604","2011/05/02 00:00:00.020","2011/05/11 15:19:21.594","Resource22","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource22","Group 1"
"case-6672","T04 Determine confirmation of receipt","2011/04/06 14:34:52.128","2011/04/06 14:34:52.128","2011/05/02 00:00:00.020","2011/05/11 15:19:21.594","Resource22","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"Resource22","EMPTY"
"case-6672","T05 Print and send confirmation of receipt","2011/04/06 14:48:34.988","2011/04/06 14:48:34.988","2011/05/02 00:00:00.020","2011/05/11 15:19:21.594","Resource22","Post","2011/03/07 00:00:00.010","2011/05/02 00:00:00.000","General",,"admin1","Group 2"
"case-6678","Confirmation of receipt","2011/03/31 08:56:25.924","2011/03/31 08:56:25.924","2011/06/14 01:06:40.020","2011/07/08 11:55:22.139","Resource04","Internet","2011/03/22 01:06:40.010","2011/05/17 01:06:40.000","General",,"Resource04","EMPTY"
"case-6678","T02 Check confirmation of receipt","2011/03/31 08:56:47.445","2011/03/31 08:56:47.445","2011/06/14 01:06:40.020","2011/07/08 11:55:22.139","Resource04","Internet","2011/03/22 01:06:40.010","2011/05/17 01:06:40.000","General",,"Resource04","Group 4"
"case-6678","T06 Determine necessity of stop advice","2011/03/31 13:43:50.888","2011/03/31 13:43:50.888","2011/06/14 01:06:40.020","2011/07/08 11:55:22.139","Resource04","Internet","2011/03/22 01:06:40.010","2011/05/17 01:06:40.000","General",,"Resource04","Group 1"
"case-6678","T10 Determine necessity to stop indication","2011/03/31 13:44:05.203","2011/03/31 13:44:05.203","2011/06/14 01:06:40.020","2011/07/08 11:55:22.139","Resource04","Internet","2011/03/22 01:06:40.010","2011/05/17 01:06:40.000","General",,"Resource04","Group 1"
"case-6678","T04 Determine confirmation of receipt","2011/03/31 15:14:04.582","2011/03/31 15:14:04.582","2011/06/14 01:06:40.020","2011/07/08 11:55:22.139","Resource04","Internet","2011/03/22 01:06:40.010","2011/05/17 01:06:40.000","General",,"Resource10","Group 3"
"case-6678","T05 Print and send confirmation of receipt","2011/04/06 14:28:47.705","2011/04/06 14:28:47.705","2011/06/14 01:06:40.020","2011/07/08 11:55:22.139","Resource04","Internet","2011/03/22 01:06:40.010","2011/05/17 01:06:40.000","General",,"admin1","Group 2"
"case-6679","Confirmation of receipt","2011/04/01 16:21:55.067","2011/04/01 16:21:55.067","2011/05/17 00:00:00.020","2011/05/17 09:51:38.926","Resource17","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource17","EMPTY"
"case-6679","T02 Check confirmation of receipt","2011/04/01 16:24:04.003","2011/04/01 16:24:04.003","2011/05/17 00:00:00.020","2011/05/17 09:51:38.926","Resource17","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource17","EMPTY"
"case-6679","T04 Determine confirmation of receipt","2011/04/04 08:11:13.044","2011/04/04 08:11:13.044","2011/05/17 00:00:00.020","2011/05/17 09:51:38.926","Resource17","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource10","Group 3"
"case-6679","T06 Determine necessity of stop advice","2011/04/04 11:29:46.426","2011/04/04 11:29:46.426","2011/05/17 00:00:00.020","2011/05/17 09:51:38.926","Resource17","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource17","Group 1"
"case-6679","T10 Determine necessity to stop indication","2011/04/04 14:21:09.052","2011/04/04 14:21:09.052","2011/05/17 00:00:00.020","2011/05/17 09:51:38.926","Resource17","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource17","Group 1"
"case-6679","T05 Print and send confirmation of receipt","2011/04/06 15:21:15.495","2011/04/06 15:21:15.495","2011/05/17 00:00:00.020","2011/05/17 09:51:38.926","Resource17","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"admin1","EMPTY"
"case-6680","Confirmation of receipt","2011/04/08 11:38:20.410","2011/04/08 11:38:20.410","2011/07/11 01:06:40.020","2011/07/12 15:13:17.702","Resource13","Internet","2011/03/23 01:06:40.010","2011/07/11 01:06:40.000","General",,"Resource13","EMPTY"
"case-6680","T02 Check confirmation of receipt","2011/04/08 11:39:29.184","2011/04/08 11:39:29.184","2011/07/11 01:06:40.020","2011/07/12 15:13:17.702","Resource13","Internet","2011/03/23 01:06:40.010","2011/07/11 01:06:40.000","General",,"Resource13","EMPTY"
"case-6680","T06 Determine necessity of stop advice","2011/04/08 11:39:48.397","2011/04/08 11:39:48.397","2011/07/11 01:06:40.020","2011/07/12 15:13:17.702","Resource13","Internet","2011/03/23 01:06:40.010","2011/07/11 01:06:40.000","General",,"Resource13","Group 1"
"case-6680","T10 Determine necessity to stop indication","2011/04/08 11:40:09.484","2011/04/08 11:40:09.484","2011/07/11 01:06:40.020","2011/07/12 15:13:17.702","Resource13","Internet","2011/03/23 01:06:40.010","2011/07/11 01:06:40.000","General",,"Resource13","Group 1"
"case-6680","T04 Determine confirmation of receipt","2011/04/11 09:05:31.787","2011/04/11 09:05:31.787","2011/07/11 01:06:40.020","2011/07/12 15:13:17.702","Resource13","Internet","2011/03/23 01:06:40.010","2011/07/11 01:06:40.000","General",,"Resource10","Group 3"
"case-6680","T05 Print and send confirmation of receipt","2011/04/11 09:35:39.496","2011/04/11 09:35:39.496","2011/07/11 01:06:40.020","2011/07/12 15:13:17.702","Resource13","Internet","2011/03/23 01:06:40.010","2011/07/11 01:06:40.000","General",,"Resource13","EMPTY"
"case-6681","Confirmation of receipt","2011/03/29 11:21:59.517","2011/03/29 11:21:59.517","2011/05/17 00:00:00.020","2011/05/12 12:05:59.735","Resource15","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource15","EMPTY"
"case-6681","T02 Check confirmation of receipt","2011/03/29 11:22:20.284","2011/03/29 11:22:20.284","2011/05/17 00:00:00.020","2011/05/12 12:05:59.735","Resource15","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource15","Group 4"
"case-6681","T04 Determine confirmation of receipt","2011/03/29 11:22:32.161","2011/03/29 11:22:32.161","2011/05/17 00:00:00.020","2011/05/12 12:05:59.735","Resource15","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource15","Group 3"
"case-6681","T06 Determine necessity of stop advice","2011/03/29 11:22:46.075","2011/03/29 11:22:46.075","2011/05/17 00:00:00.020","2011/05/12 12:05:59.735","Resource15","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource15","Group 1"
"case-6681","T10 Determine necessity to stop indication","2011/03/29 11:23:10.398","2011/03/29 11:23:10.398","2011/05/17 00:00:00.020","2011/05/12 12:05:59.735","Resource15","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"Resource15","Group 1"
"case-6681","T05 Print and send confirmation of receipt","2011/03/29 15:55:05.218","2011/03/29 15:55:05.218","2011/05/17 00:00:00.020","2011/05/12 12:05:59.735","Resource15","Internet","2011/03/22 00:00:00.010","2011/05/17 00:00:00.000","General",,"admin1","Group 2"
