"case","event","startTime","completeTime","apploc:joinpoint","apprun:nanotime","apploc:app","apploc:linenr","apploc:etype","apprun:threadid","org:resource","apploc:filename","apploc:node","apploc:regionstr","apploc:tier"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.586","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842874806219","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.forMethods()","2016/08/15 10:53:29.586","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.forMethods()","4842874999946","junit-4.12","123","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.586","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842875103866","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.586","2016/08/15 10:53:29.586","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842875173146","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","2016/08/15 10:53:29.589","2016/08/15 10:53:29.589","org.junit.internal.runners.rules.RuleMemberValidator$Builder.withValidator(org.junit.internal.runners.rules.RuleMemberValidator$RuleValidator)","4842877972564","junit-4.12","128","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","2016/08/15 10:53:29.589","2016/08/15 10:53:29.590","org.junit.internal.runners.rules.RuleMemberValidator$Builder.build()","4842878365577","junit-4.12","133","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.589","2016/08/15 10:53:29.589","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$800(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842878084181","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.589","2016/08/15 10:53:29.589","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$900(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842878188956","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.internal.runners.rules.RuleMemberValidator$Builder.access$1000(org.junit.internal.runners.rules.RuleMemberValidator$Builder)","4842878329654","junit-4.12","111","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.runners.ParentRunner.getTestClass()","4842878447259","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","4842878682041","junit-4.12","89","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedFields(java.lang.Class)","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.runners.model.TestClass.getAnnotatedFields(java.lang.Class)","4842878626018","junit-4.12","145","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.runners.ParentRunner.getTestClass()","4842878764578","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","4842878917678","junit-4.12","89","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842878880044","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.runners.ParentRunner.getTestClass()","4842878989096","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getJavaClass()","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.runners.model.TestClass.getJavaClass()","4842879068211","junit-4.12","184","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.590","2016/08/15 10:53:29.590","org.junit.runners.ParentRunner.getTestClass()","4842879155880","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.AnnotationsValidator.validateTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.591","2016/08/15 10:53:29.594","org.junit.validator.AnnotationsValidator.validateTestClass(org.junit.runners.model.TestClass)","4842882753300","junit-4.12","34","return","1","1","AnnotationsValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.AnnotationsValidator$AnnotatableValidator.validateTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.591","2016/08/15 10:53:29.591","org.junit.validator.AnnotationsValidator$AnnotatableValidator.validateTestClass(org.junit.runners.model.TestClass)","4842879692585","junit-4.12","52","return","1","1","AnnotationsValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.AnnotationsValidator$ClassValidator.getAnnotatablesForTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.591","2016/08/15 10:53:29.591","org.junit.validator.AnnotationsValidator$ClassValidator.getAnnotatablesForTestClass(org.junit.runners.model.TestClass)","4842879438132","junit-4.12","82","return","1","1","AnnotationsValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotations()","2016/08/15 10:53:29.591","2016/08/15 10:53:29.591","org.junit.runners.model.TestClass.getAnnotations()","4842879583961","junit-4.12","212","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.AnnotationsValidator$AnnotatableValidator.validateTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.591","2016/08/15 10:53:29.594","org.junit.validator.AnnotationsValidator$AnnotatableValidator.validateTestClass(org.junit.runners.model.TestClass)","4842882321370","junit-4.12","52","return","1","1","AnnotationsValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.AnnotationsValidator$MethodValidator.getAnnotatablesForTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.591","2016/08/15 10:53:29.592","org.junit.validator.AnnotationsValidator$MethodValidator.getAnnotatablesForTestClass(org.junit.runners.model.TestClass)","4842880626580","junit-4.12","97","return","1","1","AnnotationsValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods()","2016/08/15 10:53:29.591","2016/08/15 10:53:29.592","org.junit.runners.model.TestClass.getAnnotatedMethods()","4842880530786","junit-4.12","115","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.hashCode()","2016/08/15 10:53:29.591","2016/08/15 10:53:29.592","org.junit.runners.model.FrameworkMethod.hashCode()","4842880346467","junit-4.12","161","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getAnnotations()","2016/08/15 10:53:29.592","2016/08/15 10:53:29.592","org.junit.runners.model.FrameworkMethod.getAnnotations()","4842881185523","junit-4.12","187","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.AnnotationsValidator$AnnotatableValidator.validateTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.594","2016/08/15 10:53:29.594","org.junit.validator.AnnotationsValidator$AnnotatableValidator.validateTestClass(org.junit.runners.model.TestClass)","4842882712245","junit-4.12","52","return","1","1","AnnotationsValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.AnnotationsValidator$FieldValidator.getAnnotatablesForTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.594","2016/08/15 10:53:29.594","org.junit.validator.AnnotationsValidator$FieldValidator.getAnnotatablesForTestClass(org.junit.runners.model.TestClass)","4842882665631","junit-4.12","111","return","1","1","AnnotationsValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedFields()","2016/08/15 10:53:29.594","2016/08/15 10:53:29.594","org.junit.runners.model.TestClass.getAnnotatedFields()","4842882627997","junit-4.12","136","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.594","2016/08/15 10:53:29.594","org.junit.runners.ParentRunner.getTestClass()","4842882852515","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.validator.PublicClassValidator.validateTestClass(org.junit.runners.model.TestClass)","2016/08/15 10:53:29.594","2016/08/15 10:53:29.594","org.junit.validator.PublicClassValidator.validateTestClass(org.junit.runners.model.TestClass)","4842883088152","junit-4.12","26","return","1","1","PublicClassValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.isPublic()","2016/08/15 10:53:29.594","2016/08/15 10:53:29.594","org.junit.runners.model.TestClass.isPublic()","4842883044959","junit-4.12","268","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.validateNoNonStaticInnerClass(java.util.List)","2016/08/15 10:53:29.594","2016/08/15 10:53:29.595","org.junit.runners.BlockJUnit4ClassRunner.validateNoNonStaticInnerClass(java.util.List)","4842883740751","junit-4.12","134","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.595","2016/08/15 10:53:29.595","org.junit.runners.ParentRunner.getTestClass()","4842883492284","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.isANonStaticInnerClass()","2016/08/15 10:53:29.595","2016/08/15 10:53:29.595","org.junit.runners.model.TestClass.isANonStaticInnerClass()","4842883668478","junit-4.12","272","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.validateConstructor(java.util.List)","2016/08/15 10:53:29.595","2016/08/15 10:53:29.662","org.junit.runners.BlockJUnit4ClassRunner.validateConstructor(java.util.List)","4842950651380","junit-4.12","147","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.validateOnlyOneConstructor(java.util.List)","2016/08/15 10:53:29.595","2016/08/15 10:53:29.596","org.junit.runners.BlockJUnit4ClassRunner.validateOnlyOneConstructor(java.util.List)","4842884316800","junit-4.12","156","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.595","2016/08/15 10:53:29.595","org.junit.runners.ParentRunner.getTestClass()","4842884046951","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getJavaClass()","2016/08/15 10:53:29.595","2016/08/15 10:53:29.595","org.junit.runners.model.TestClass.getJavaClass()","4842884185083","junit-4.12","184","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.validateZeroArgConstructor(java.util.List)","2016/08/15 10:53:29.596","2016/08/15 10:53:29.662","org.junit.runners.BlockJUnit4ClassRunner.validateZeroArgConstructor(java.util.List)","4842950626576","junit-4.12","167","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.596","2016/08/15 10:53:29.596","org.junit.runners.ParentRunner.getTestClass()","4842884531482","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.isANonStaticInnerClass()","2016/08/15 10:53:29.596","2016/08/15 10:53:29.596","org.junit.runners.model.TestClass.isANonStaticInnerClass()","4842884664482","junit-4.12","272","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.596","2016/08/15 10:53:29.596","org.junit.runners.ParentRunner.getTestClass()","4842884794916","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getJavaClass()","2016/08/15 10:53:29.596","2016/08/15 10:53:29.596","org.junit.runners.model.TestClass.getJavaClass()","4842884926633","junit-4.12","184","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.596","2016/08/15 10:53:29.596","org.junit.runners.ParentRunner.getTestClass()","4842885068614","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getOnlyConstructor()","2016/08/15 10:53:29.596","2016/08/15 10:53:29.662","org.junit.runners.model.TestClass.getOnlyConstructor()","4842950569698","junit-4.12","203","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.Assert.assertEquals(long,long)","2016/08/15 10:53:29.662","2016/08/15 10:53:29.662","org.junit.Assert.assertEquals(long,long)","4842950547887","junit-4.12","631","return","1","1","Assert.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.Assert.assertEquals(java.lang.String,long,long)","2016/08/15 10:53:29.662","2016/08/15 10:53:29.662","org.junit.Assert.assertEquals(java.lang.String,long,long)","4842950518379","junit-4.12","644","return","1","1","Assert.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.validateInstanceMethods(java.util.List)","2016/08/15 10:53:29.662","2016/08/15 10:53:29.664","org.junit.runners.BlockJUnit4ClassRunner.validateInstanceMethods(java.util.List)","4842952953865","junit-4.12","186","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","2016/08/15 10:53:29.662","2016/08/15 10:53:29.663","org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","4842951413458","junit-4.12","152","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.662","2016/08/15 10:53:29.662","org.junit.runners.ParentRunner.getTestClass()","4842951224435","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842951341184","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","4842951637548","junit-4.12","152","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.ParentRunner.getTestClass()","4842951530635","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842951603336","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.validateTestMethods(java.util.List)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.664","org.junit.runners.BlockJUnit4ClassRunner.validateTestMethods(java.util.List)","4842952704115","junit-4.12","208","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.664","org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","4842952671186","junit-4.12","152","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.ParentRunner.getTestClass()","4842951787227","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842951864632","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.validatePublicVoidNoArg(boolean,java.util.List)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.664","org.junit.runners.model.FrameworkMethod.validatePublicVoidNoArg(boolean,java.util.List)","4842952630131","junit-4.12","74","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.validatePublicVoid(boolean,java.util.List)","2016/08/15 10:53:29.663","2016/08/15 10:53:29.664","org.junit.runners.model.FrameworkMethod.validatePublicVoid(boolean,java.util.List)","4842952454793","junit-4.12","91","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMember.isStatic()","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.model.FrameworkMember.isStatic()","4842952182378","junit-4.12","30","return","1","1","FrameworkMember.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getModifiers()","2016/08/15 10:53:29.663","2016/08/15 10:53:29.663","org.junit.runners.model.FrameworkMethod.getModifiers()","4842952140468","junit-4.12","105","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMember.isPublic()","2016/08/15 10:53:29.663","2016/08/15 10:53:29.664","org.junit.runners.model.FrameworkMember.isPublic()","4842952364559","junit-4.12","37","return","1","1","FrameworkMember.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.FrameworkMethod.getModifiers()","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.runners.model.FrameworkMethod.getModifiers()","4842952317944","junit-4.12","105","return","1","1","FrameworkMethod.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.computeTestMethods()","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.runners.BlockJUnit4ClassRunner.computeTestMethods()","4842952915804","junit-4.12","119","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.runners.ParentRunner.getTestClass()","4842952814450","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842952886723","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.BlockJUnit4ClassRunner.validateFields(java.util.List)","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.runners.BlockJUnit4ClassRunner.validateFields(java.util.List)","4842953216016","junit-4.12","196","return","1","1","BlockJUnit4ClassRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.runners.ParentRunner.getTestClass()","4842953059495","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","4842953184370","junit-4.12","89","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedFields(java.lang.Class)","2016/08/15 10:53:29.664","2016/08/15 10:53:29.664","org.junit.runners.model.TestClass.getAnnotatedFields(java.lang.Class)","4842953153151","junit-4.12","145","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.665","2016/08/15 10:53:29.665","org.junit.runners.ParentRunner.getTestClass()","4842953295987","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","2016/08/15 10:53:29.665","2016/08/15 10:53:29.665","org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","4842953419151","junit-4.12","89","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.665","2016/08/15 10:53:29.665","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842953387077","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.RunnerBuilder.removeParent(java.lang.Class)","2016/08/15 10:53:29.665","2016/08/15 10:53:29.665","org.junit.runners.model.RunnerBuilder.removeParent(java.lang.Class)","4842953863056","junit-4.12","73","return","1","1","RunnerBuilder.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.createTestClass(java.lang.Class)","2016/08/15 10:53:29.665","2016/08/15 10:53:29.665","org.junit.runners.ParentRunner.createTestClass(java.lang.Class)","4842954074316","junit-4.12","88","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.scanAnnotatedMembers(java.util.Map,java.util.Map)","2016/08/15 10:53:29.665","2016/08/15 10:53:29.665","org.junit.runners.model.TestClass.scanAnnotatedMembers(java.util.Map,java.util.Map)","4842954025564","junit-4.12","64","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.collectInitializationErrors(java.util.List)","2016/08/15 10:53:29.665","2016/08/15 10:53:29.667","org.junit.runners.ParentRunner.collectInitializationErrors(java.util.List)","4842956062476","junit-4.12","125","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","2016/08/15 10:53:29.665","2016/08/15 10:53:29.666","org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","4842954380088","junit-4.12","152","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.665","2016/08/15 10:53:29.665","org.junit.runners.ParentRunner.getTestClass()","4842954247943","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.666","2016/08/15 10:53:29.666","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842954344165","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","2016/08/15 10:53:29.666","2016/08/15 10:53:29.666","org.junit.runners.ParentRunner.validatePublicVoidNoArgMethods(java.lang.Class,boolean,java.util.List)","4842954569966","junit-4.12","152","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.666","2016/08/15 10:53:29.666","org.junit.runners.ParentRunner.getTestClass()","4842954472889","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","2016/08/15 10:53:29.666","2016/08/15 10:53:29.666","org.junit.runners.model.TestClass.getAnnotatedMethods(java.lang.Class)","4842954537465","junit-4.12","126","return","1","1","TestClass.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.runners.ParentRunner.getTestClass()","2016/08/15 10:53:29.666","2016/08/15 10:53:29.666","org.junit.runners.ParentRunner.getTestClass()","4842954691848","junit-4.12","314","return","1","1","ParentRunner.java","CalculatorTest","","hamcrest-core-1.3"
,"org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","2016/08/15 10:53:29.666","2016/08/15 10:53:29.666","org.junit.internal.runners.rules.RuleMemberValidator.validate(org.junit.runners.model.TestClass,java.util.List)","4842954991632","junit-4.12","89","return","1","1","RuleMemberValidator.java","CalculatorTest","","hamcrest-core-1.3"
